Тип несоответствия,TXT индекс,SLI индекс,Элемент из txt,Элемент из sli
Несоответствие индексов,614,459,2.25000 | 7.75000 | 9.90000      1.75000 | 7.75000 | 9.90000      2.25000 | 7.25000 | 9.90000      1.75000 | 7.25000 | 9.90000,2.25000 | 7.75000 | 9.90000      1.75000 | 7.75000 | 9.90000      1.75000 | 7.25000 | 9.90000      2.25000 | 7.25000 | 9.90000
Несоответствие индексов,2548,2103,9.60000 | 2.25000 | 4.95000      8.92500 | 2.25000 | 4.95000      9.60000 | 1.75000 | 4.95000      8.92500 | 1.75000 | 4.95000,9.60000 | 2.25000 | 4.95000      8.92500 | 2.25000 | 4.95000      8.92500 | 1.75000 | 4.95000      9.60000 | 1.75000 | 4.95000
Несоответствие индексов,3339,2710,12.25000 | 0.75000 | -2.75000      12.25000 | 0.75000 | -3.30000      11.75000 | 0.75000 | -2.75000      11.75000 | 0.75000 | -3.30000,12.25000 | 0.75000 | -2.75000      12.25000 | 0.75000 | -3.30000      11.75000 | 0.75000 | -3.30000      11.75000 | 0.75000 | -2.75000
Несоответствие индексов,3475,2830,12.75000 | 1.12500 | -3.30000      12.25000 | 1.12500 | -3.30000      12.75000 | 0.75000 | -3.30000      12.25000 | 0.75000 | -3.30000,12.75000 | 1.12500 | -3.30000      12.25000 | 1.12500 | -3.30000      12.25000 | 0.75000 | -3.30000      12.75000 | 0.75000 | -3.30000
Несоответствие индексов,4462,4572,15.75000 | 5.25000 | 9.90000      15.75000 | 5.75000 | 9.90000,15.75000 | 5.25000 | 9.90000      15.75000 | 5.75000 | 9.90000
Несоответствие индексов,1481,4036,5.25000 | 6.75000 | 6.60000      5.75000 | 6.75000 | 6.60000,5.25000 | 6.75000 | 6.60000      5.75000 | 6.75000 | 6.60000
Несоответствие индексов,936,749,3.75000 | 1.75000 | 3.30000      3.25000 | 1.75000 | 3.30000      3.75000 | 1.25000 | 3.30000      3.25000 | 1.25000 | 3.30000,3.75000 | 1.75000 | 3.30000      3.25000 | 1.75000 | 3.30000      3.25000 | 1.25000 | 3.30000      3.75000 | 1.25000 | 3.30000
Несоответствие индексов,1981,1591,7.25000 | 7.25000 | 9.90000      6.75000 | 7.25000 | 9.90000      7.25000 | 6.75000 | 9.90000      6.75000 | 6.75000 | 9.90000,7.25000 | 7.25000 | 9.90000      6.75000 | 7.25000 | 9.90000      6.75000 | 6.75000 | 9.90000      7.25000 | 6.75000 | 9.90000
Несоответствие индексов,1993,1603,7.25000 | 8.75000 | 9.90000      6.75000 | 8.75000 | 9.90000      7.25000 | 8.25000 | 9.90000      6.75000 | 8.25000 | 9.90000,7.25000 | 8.75000 | 9.90000      6.75000 | 8.75000 | 9.90000      6.75000 | 8.25000 | 9.90000      7.25000 | 8.25000 | 9.90000
Несоответствие индексов,1522,1283,5.75000 | 11.75000 | 6.60000      5.25000 | 11.75000 | 6.60000      5.75000 | 11.25000 | 6.60000      5.25000 | 11.25000 | 6.60000,5.75000 | 11.75000 | 6.60000      5.25000 | 11.75000 | 6.60000      5.25000 | 11.25000 | 6.60000      5.75000 | 11.25000 | 6.60000
Несоответствие индексов,2479,4239,8.75000 | 6.75000 | 9.90000      9.25000 | 6.75000 | 9.90000,8.75000 | 6.75000 | 9.90000      9.25000 | 6.75000 | 9.90000
Несоответствие индексов,2681,2215,10.17500 | 1.25000 | 6.60000      9.60000 | 1.25000 | 6.60000      10.17500 | 0.75000 | 6.60000      9.60000 | 0.75000 | 6.60000,10.17500 | 1.25000 | 6.60000      9.60000 | 1.25000 | 6.60000      9.60000 | 0.75000 | 6.60000      10.17500 | 0.75000 | 6.60000
Несоответствие индексов,4327,3606,15.75000 | 12.25000 | 3.30000      15.25000 | 12.25000 | 3.30000      15.75000 | 11.75000 | 3.30000      15.25000 | 11.75000 | 3.30000,15.75000 | 12.25000 | 3.30000      15.25000 | 12.25000 | 3.30000      15.25000 | 11.75000 | 3.30000      15.75000 | 11.75000 | 3.30000
Несоответствие индексов,2559,2114,9.60000 | 3.96429 | 2.59286      8.92500 | 3.96429 | 2.59286      9.60000 | 3.53571 | 2.35714      8.92500 | 3.53571 | 2.35714,9.60000 | 3.96429 | 2.59286      8.92500 | 3.96429 | 2.59286      8.92500 | 3.53571 | 2.35714      9.60000 | 3.53571 | 2.35714
Несоответствие индексов,423,3935,1.25000 | 0.75000 | 3.30000      1.75000 | 0.75000 | 3.30000,1.25000 | 0.75000 | 3.30000      1.75000 | 0.75000 | 3.30000
Несоответствие индексов,2296,1879,8.25000 | 12.75000 | 9.90000      7.75000 | 12.75000 | 9.90000      8.25000 | 12.25000 | 9.90000      7.75000 | 12.25000 | 9.90000,8.25000 | 12.75000 | 9.90000      7.75000 | 12.75000 | 9.90000      7.75000 | 12.25000 | 9.90000      8.25000 | 12.25000 | 9.90000
Несоответствие индексов,2528,2087,9.25000 | 12.75000 | 9.90000      8.75000 | 12.75000 | 9.90000      9.25000 | 12.25000 | 9.90000      8.75000 | 12.25000 | 9.90000,9.25000 | 12.75000 | 9.90000      8.75000 | 12.75000 | 9.90000      8.75000 | 12.25000 | 9.90000      9.25000 | 12.25000 | 9.90000
Несоответствие индексов,3732,3063,13.75000 | 1.75000 | 0.00000      13.25000 | 1.75000 | 0.00000      13.75000 | 1.25000 | 0.00000      13.25000 | 1.25000 | 0.00000,13.75000 | 1.75000 | 0.00000      13.25000 | 1.75000 | 0.00000      13.25000 | 1.25000 | 0.00000      13.75000 | 1.25000 | 0.00000
Несоответствие индексов,4504,3709,15.75000 | 7.75000 | -1.65000      15.75000 | 7.25000 | -1.65000      15.75000 | 7.75000 | -2.20000      15.75000 | 7.25000 | -2.20000,15.75000 | 7.75000 | -1.65000      15.75000 | 7.25000 | -1.65000      15.75000 | 7.25000 | -2.20000      15.75000 | 7.75000 | -2.20000
Несоответствие индексов,263,3916,0.75000 | 12.75000 | -1.65000      0.75000 | 12.75000 | -1.10000,0.75000 | 12.75000 | -1.65000      0.75000 | 12.75000 | -1.10000
Несоответствие индексов,2605,4248,9.25000 | 6.75000 | 0.00000      9.75000 | 6.75000 | 0.00000,9.25000 | 6.75000 | 0.00000      9.75000 | 6.75000 | 0.00000
Несоответствие индексов,2685,2219,10.17500 | 2.25000 | 0.00000      9.60000 | 2.25000 | 0.00000      10.17500 | 1.75000 | 0.00000      9.60000 | 1.75000 | 0.00000,10.17500 | 2.25000 | 0.00000      9.60000 | 2.25000 | 0.00000      9.60000 | 1.75000 | 0.00000      10.17500 | 1.75000 | 0.00000
Несоответствие индексов,3154,2541,11.25000 | 7.25000 | 6.60000      10.75000 | 7.25000 | 6.60000      11.25000 | 6.75000 | 6.60000      10.75000 | 6.75000 | 6.60000,11.25000 | 7.25000 | 6.60000      10.75000 | 7.25000 | 6.60000      10.75000 | 6.75000 | 6.60000      11.25000 | 6.75000 | 6.60000
Несоответствие индексов,782,615,2.75000 | 12.75000 | -2.75000      2.75000 | 12.75000 | -3.30000      2.25000 | 12.75000 | -2.75000      2.25000 | 12.75000 | -3.30000,2.75000 | 12.75000 | -2.75000      2.75000 | 12.75000 | -3.30000      2.25000 | 12.75000 | -3.30000      2.25000 | 12.75000 | -2.75000
Несоответствие индексов,2740,4269,9.75000 | 6.75000 | 9.90000      10.25000 | 6.75000 | 9.90000,9.75000 | 6.75000 | 9.90000      10.25000 | 6.75000 | 9.90000
Несоответствие индексов,2874,2391,10.75000 | 7.75000 | 6.60000      10.25000 | 7.75000 | 6.60000      10.75000 | 7.25000 | 6.60000      10.25000 | 7.25000 | 6.60000,10.75000 | 7.75000 | 6.60000      10.25000 | 7.75000 | 6.60000      10.25000 | 7.25000 | 6.60000      10.75000 | 7.25000 | 6.60000
Несоответствие индексов,4082,3385,14.75000 | 12.75000 | -3.30000      14.25000 | 12.75000 | -3.30000      14.75000 | 12.37500 | -3.30000      14.25000 | 12.37500 | -3.30000,14.75000 | 12.75000 | -3.30000      14.25000 | 12.75000 | -3.30000      14.25000 | 12.37500 | -3.30000      14.75000 | 12.37500 | -3.30000
Несоответствие индексов,3812,3139,13.75000 | 10.75000 | 6.60000      13.25000 | 10.75000 | 6.60000      13.75000 | 10.25000 | 6.60000      13.25000 | 10.25000 | 6.60000,13.75000 | 10.75000 | 6.60000      13.25000 | 10.75000 | 6.60000      13.25000 | 10.25000 | 6.60000      13.75000 | 10.25000 | 6.60000
Несоответствие индексов,1246,1031,4.75000 | 8.25000 | 3.30000      4.25000 | 8.25000 | 3.30000      4.75000 | 7.75000 | 3.30000      4.25000 | 7.75000 | 3.30000,4.75000 | 8.25000 | 3.30000      4.25000 | 8.25000 | 3.30000      4.25000 | 7.75000 | 3.30000      4.75000 | 7.75000 | 3.30000
Несоответствие индексов,527,384,1.75000 | 12.75000 | 6.60000      1.25000 | 12.75000 | 6.60000      1.75000 | 12.25000 | 6.60000      1.25000 | 12.25000 | 6.60000,1.75000 | 12.75000 | 6.60000      1.25000 | 12.75000 | 6.60000      1.25000 | 12.25000 | 6.60000      1.75000 | 12.25000 | 6.60000
Несоответствие индексов,3017,4355,10.75000 | 7.75000 | 0.00000      10.75000 | 8.25000 | 0.00000,10.75000 | 7.75000 | 0.00000      10.75000 | 8.25000 | 0.00000
Несоответствие индексов,2654,2201,9.75000 | 12.75000 | 0.00000      9.25000 | 12.75000 | 0.00000      9.75000 | 12.25000 | 0.00000      9.25000 | 12.25000 | 0.00000,9.75000 | 12.75000 | 0.00000      9.25000 | 12.75000 | 0.00000      9.25000 | 12.25000 | 0.00000      9.75000 | 12.25000 | 0.00000
Несоответствие индексов,3211,2594,11.25000 | 13.12500 | -3.30000      10.75000 | 13.12500 | -3.30000      11.25000 | 12.75000 | -3.30000      10.75000 | 12.75000 | -3.30000,11.25000 | 13.12500 | -3.30000      10.75000 | 13.12500 | -3.30000      10.75000 | 12.75000 | -3.30000      11.25000 | 12.75000 | -3.30000
Несоответствие индексов,2400,1971,8.75000 | 12.75000 | -1.10000      8.75000 | 12.75000 | -1.65000      8.25000 | 12.75000 | -1.10000      8.25000 | 12.75000 | -1.65000,8.75000 | 12.75000 | -1.10000      8.75000 | 12.75000 | -1.65000      8.25000 | 12.75000 | -1.65000      8.25000 | 12.75000 | -1.10000
Несоответствие индексов,3719,3054,13.75000 | 0.75000 | -1.65000      13.75000 | 0.75000 | -2.20000      13.25000 | 0.75000 | -1.65000      13.25000 | 0.75000 | -2.20000,13.75000 | 0.75000 | -1.65000      13.75000 | 0.75000 | -2.20000      13.25000 | 0.75000 | -2.20000      13.25000 | 0.75000 | -1.65000
Несоответствие индексов,204,3887,0.75000 | 9.25000 | 6.60000      0.75000 | 9.75000 | 6.60000,0.75000 | 9.25000 | 6.60000      0.75000 | 9.75000 | 6.60000
Несоответствие индексов,2756,2285,10.25000 | 8.75000 | 6.60000      9.75000 | 8.75000 | 6.60000      10.25000 | 8.25000 | 6.60000      9.75000 | 8.25000 | 6.60000,10.25000 | 8.75000 | 6.60000      9.75000 | 8.75000 | 6.60000      9.75000 | 8.25000 | 6.60000      10.25000 | 8.25000 | 6.60000
Несоответствие индексов,4488,4586,15.75000 | 6.75000 | -0.55000      15.75000 | 6.75000 | 0.00000,15.75000 | 6.75000 | -0.55000      15.75000 | 6.75000 | 0.00000
Несоответствие индексов,1763,1397,6.25000 | 11.25000 | 6.60000      5.75000 | 11.25000 | 6.60000      6.25000 | 10.75000 | 6.60000      5.75000 | 10.75000 | 6.60000,6.25000 | 11.25000 | 6.60000      5.75000 | 11.25000 | 6.60000      5.75000 | 10.75000 | 6.60000      6.25000 | 10.75000 | 6.60000
Несоответствие индексов,2053,1656,7.57500 | 1.75000 | -1.65000      6.90000 | 1.75000 | -1.65000      7.57500 | 1.25000 | -1.65000      6.90000 | 1.25000 | -1.65000,7.57500 | 1.75000 | -1.65000      6.90000 | 1.75000 | -1.65000      6.90000 | 1.25000 | -1.65000      7.57500 | 1.25000 | -1.65000
Несоответствие индексов,4442,3680,15.75000 | 4.75000 | 0.00000      15.75000 | 4.25000 | 0.00000      15.75000 | 4.75000 | -0.55000      15.75000 | 4.25000 | -0.55000,15.75000 | 4.75000 | 0.00000      15.75000 | 4.25000 | 0.00000      15.75000 | 4.25000 | -0.55000      15.75000 | 4.75000 | -0.55000
Несоответствие индексов,1418,1187,5.75000 | 0.75000 | -3.30000      5.25000 | 0.75000 | -3.30000      5.75000 | 0.37500 | -3.30000      5.25000 | 0.37500 | -3.30000,5.75000 | 0.75000 | -3.30000      5.25000 | 0.75000 | -3.30000      5.25000 | 0.37500 | -3.30000      5.75000 | 0.37500 | -3.30000
Несоответствие индексов,2520,2079,9.25000 | 11.75000 | 9.90000      8.75000 | 11.75000 | 9.90000      9.25000 | 11.25000 | 9.90000      8.75000 | 11.25000 | 9.90000,9.25000 | 11.75000 | 9.90000      8.75000 | 11.75000 | 9.90000      8.75000 | 11.25000 | 9.90000      9.25000 | 11.25000 | 9.90000
Несоответствие индексов,537,3943,1.25000 | 12.75000 | 3.30000      1.75000 | 12.75000 | 3.30000,1.25000 | 12.75000 | 3.30000      1.75000 | 12.75000 | 3.30000
Несоответствие индексов,1972,1586,7.25000 | 6.75000 | -3.30000      6.75000 | 6.75000 | -3.30000      7.25000 | 6.37500 | -3.30000      6.75000 | 6.37500 | -3.30000,7.25000 | 6.75000 | -3.30000      6.75000 | 6.75000 | -3.30000      6.75000 | 6.37500 | -3.30000      7.25000 | 6.37500 | -3.30000
Несоответствие индексов,1727,4164,5.75000 | 6.75000 | 9.90000      6.25000 | 6.75000 | 9.90000,5.75000 | 6.75000 | 9.90000      6.25000 | 6.75000 | 9.90000
Несоответствие индексов,2557,2112,9.60000 | 3.53571 | 5.65714      8.92500 | 3.53571 | 5.65714      9.60000 | 3.10714 | 5.42143      8.92500 | 3.10714 | 5.42143,9.60000 | 3.53571 | 5.65714      8.92500 | 3.53571 | 5.65714      8.92500 | 3.10714 | 5.42143      9.60000 | 3.10714 | 5.42143
Несоответствие индексов,2836,2358,10.75000 | 0.75000 | -3.30000      10.25000 | 0.75000 | -3.30000      10.75000 | 0.37500 | -3.30000      10.25000 | 0.37500 | -3.30000,10.75000 | 0.75000 | -3.30000      10.25000 | 0.75000 | -3.30000      10.25000 | 0.37500 | -3.30000      10.75000 | 0.37500 | -3.30000
Несоответствие индексов,3260,2639,11.75000 | 5.75000 | 0.00000      11.25000 | 5.75000 | 0.00000      11.75000 | 5.25000 | 0.00000      11.25000 | 5.25000 | 0.00000,11.75000 | 5.75000 | 0.00000      11.25000 | 5.75000 | 0.00000      11.25000 | 5.25000 | 0.00000      11.75000 | 5.25000 | 0.00000
Несоответствие индексов,3605,2948,13.25000 | 1.25000 | 9.90000      12.75000 | 1.25000 | 9.90000      13.25000 | 0.75000 | 9.90000      12.75000 | 0.75000 | 9.90000,13.25000 | 1.25000 | 9.90000      12.75000 | 1.25000 | 9.90000      12.75000 | 0.75000 | 9.90000      13.25000 | 0.75000 | 9.90000
Несоответствие индексов,3953,3268,14.25000 | 12.75000 | 3.30000      13.75000 | 12.75000 | 3.30000      14.25000 | 12.25000 | 3.30000      13.75000 | 12.25000 | 3.30000,14.25000 | 12.75000 | 3.30000      13.75000 | 12.75000 | 3.30000      13.75000 | 12.25000 | 3.30000      14.25000 | 12.25000 | 3.30000
Несоответствие индексов,41,3808,0.75000 | 0.75000 | 0.00000      0.75000 | 1.25000 | 0.00000,0.75000 | 0.75000 | 0.00000      0.75000 | 1.25000 | 0.00000
Несоответствие индексов,3573,2924,12.75000 | 12.25000 | 9.90000      12.25000 | 12.25000 | 9.90000      12.75000 | 11.75000 | 9.90000      12.25000 | 11.75000 | 9.90000,12.75000 | 12.25000 | 9.90000      12.25000 | 12.25000 | 9.90000      12.25000 | 11.75000 | 9.90000      12.75000 | 11.75000 | 9.90000
Несоответствие индексов,3265,2644,11.75000 | 6.25000 | 3.30000      11.25000 | 6.25000 | 3.30000      11.75000 | 5.75000 | 3.30000      11.25000 | 5.75000 | 3.30000,11.75000 | 6.25000 | 3.30000      11.25000 | 6.25000 | 3.30000      11.25000 | 5.75000 | 3.30000      11.75000 | 5.75000 | 3.30000
Несоответствие индексов,239,3904,0.75000 | 11.25000 | 9.90000      0.75000 | 11.75000 | 9.90000,0.75000 | 11.25000 | 9.90000      0.75000 | 11.75000 | 9.90000
Несоответствие индексов,499,356,1.75000 | 9.25000 | 6.60000      1.25000 | 9.25000 | 6.60000      1.75000 | 8.75000 | 6.60000      1.25000 | 8.75000 | 6.60000,1.75000 | 9.25000 | 6.60000      1.25000 | 9.25000 | 6.60000      1.25000 | 8.75000 | 6.60000      1.75000 | 8.75000 | 6.60000
Несоответствие индексов,649,494,2.25000 | 12.25000 | 6.60000      1.75000 | 12.25000 | 6.60000      2.25000 | 11.75000 | 6.60000      1.75000 | 11.75000 | 6.60000,2.25000 | 12.25000 | 6.60000      1.75000 | 12.25000 | 6.60000      1.75000 | 11.75000 | 6.60000      2.25000 | 11.75000 | 6.60000
Несоответствие индексов,1433,1198,5.75000 | 1.25000 | 9.90000      5.25000 | 1.25000 | 9.90000      5.75000 | 0.75000 | 9.90000      5.25000 | 0.75000 | 9.90000,5.75000 | 1.25000 | 9.90000      5.25000 | 1.25000 | 9.90000      5.25000 | 0.75000 | 9.90000      5.75000 | 0.75000 | 9.90000
Несоответствие индексов,1576,4059,5.75000 | 1.75000 | 0.00000      5.75000 | 2.25000 | 0.00000,5.75000 | 1.75000 | 0.00000      5.75000 | 2.25000 | 0.00000
Несоответствие индексов,2693,2227,10.17500 | 3.25000 | 6.60000      9.60000 | 3.25000 | 6.60000      10.17500 | 2.75000 | 6.60000      9.60000 | 2.75000 | 6.60000,10.17500 | 3.25000 | 6.60000      9.60000 | 3.25000 | 6.60000      9.60000 | 2.75000 | 6.60000      10.17500 | 2.75000 | 6.60000
Несоответствие индексов,3071,2466,11.12500 | 4.75000 | -3.30000      10.75000 | 4.75000 | -3.30000      11.12500 | 4.25000 | -3.30000      10.75000 | 4.25000 | -3.30000,11.12500 | 4.75000 | -3.30000      10.75000 | 4.75000 | -3.30000      10.75000 | 4.25000 | -3.30000      11.12500 | 4.25000 | -3.30000
Несоответствие индексов,3583,2934,12.75000 | 12.75000 | -0.55000      12.75000 | 12.75000 | -1.10000      12.25000 | 12.75000 | -0.55000      12.25000 | 12.75000 | -1.10000,12.75000 | 12.75000 | -0.55000      12.75000 | 12.75000 | -1.10000      12.25000 | 12.75000 | -1.10000      12.25000 | 12.75000 | -0.55000
Несоответствие индексов,3635,2978,13.25000 | 5.25000 | 3.30000      12.75000 | 5.25000 | 3.30000      13.25000 | 4.75000 | 3.30000      12.75000 | 4.75000 | 3.30000,13.25000 | 5.25000 | 3.30000      12.75000 | 5.25000 | 3.30000      12.75000 | 4.75000 | 3.30000      13.25000 | 4.75000 | 3.30000
Несоответствие индексов,1448,1213,5.75000 | 3.25000 | 6.60000      5.25000 | 3.25000 | 6.60000      5.75000 | 2.75000 | 6.60000      5.25000 | 2.75000 | 6.60000,5.75000 | 3.25000 | 6.60000      5.25000 | 3.25000 | 6.60000      5.25000 | 2.75000 | 6.60000      5.75000 | 2.75000 | 6.60000
Несоответствие индексов,2419,1986,8.92500 | 2.25000 | 4.95000      8.25000 | 2.25000 | 4.95000      8.92500 | 1.75000 | 4.95000      8.25000 | 1.75000 | 4.95000,8.92500 | 2.25000 | 4.95000      8.25000 | 2.25000 | 4.95000      8.25000 | 1.75000 | 4.95000      8.92500 | 1.75000 | 4.95000
Несоответствие индексов,2189,1780,8.25000 | 2.25000 | 1.65000      8.25000 | 2.67857 | 1.41429      7.57500 | 2.25000 | 1.65000      7.57500 | 2.67857 | 1.41429,8.25000 | 2.25000 | 1.65000      8.25000 | 2.67857 | 1.41429      7.57500 | 2.67857 | 1.41429      7.57500 | 2.25000 | 1.65000
Несоответствие индексов,3669,3008,13.25000 | 8.75000 | 3.30000      12.75000 | 8.75000 | 3.30000      13.25000 | 8.25000 | 3.30000      12.75000 | 8.25000 | 3.30000,13.25000 | 8.75000 | 3.30000      12.75000 | 8.75000 | 3.30000      12.75000 | 8.25000 | 3.30000      13.25000 | 8.25000 | 3.30000
Несоответствие индексов,514,371,1.75000 | 11.25000 | 3.30000      1.25000 | 11.25000 | 3.30000      1.75000 | 10.75000 | 3.30000      1.25000 | 10.75000 | 3.30000,1.75000 | 11.25000 | 3.30000      1.25000 | 11.25000 | 3.30000      1.25000 | 10.75000 | 3.30000      1.75000 | 10.75000 | 3.30000
Несоответствие индексов,2389,1960,8.75000 | 12.25000 | 3.30000      8.25000 | 12.25000 | 3.30000      8.75000 | 11.75000 | 3.30000      8.25000 | 11.75000 | 3.30000,8.75000 | 12.25000 | 3.30000      8.25000 | 12.25000 | 3.30000      8.25000 | 11.75000 | 3.30000      8.75000 | 11.75000 | 3.30000
Несоответствие индексов,2160,1755,7.75000 | 12.25000 | 9.90000      7.25000 | 12.25000 | 9.90000      7.75000 | 11.75000 | 9.90000      7.25000 | 11.75000 | 9.90000,7.75000 | 12.25000 | 9.90000      7.25000 | 12.25000 | 9.90000      7.25000 | 11.75000 | 9.90000      7.75000 | 11.75000 | 9.90000
Несоответствие индексов,3910,3225,14.25000 | 7.25000 | 6.60000      13.75000 | 7.25000 | 6.60000      14.25000 | 6.75000 | 6.60000      13.75000 | 6.75000 | 6.60000,14.25000 | 7.25000 | 6.60000      13.75000 | 7.25000 | 6.60000      13.75000 | 6.75000 | 6.60000      14.25000 | 6.75000 | 6.60000
Несоответствие индексов,4471,4575,15.75000 | 5.75000 | 6.60000      15.75000 | 6.25000 | 6.60000,15.75000 | 5.75000 | 6.60000      15.75000 | 6.25000 | 6.60000
Несоответствие индексов,259,3912,0.75000 | 12.25000 | 9.90000      0.75000 | 12.75000 | 9.90000,0.75000 | 12.25000 | 9.90000      0.75000 | 12.75000 | 9.90000
Несоответствие индексов,3038,4376,10.75000 | 10.25000 | 3.30000      10.75000 | 10.75000 | 3.30000,10.75000 | 10.25000 | 3.30000      10.75000 | 10.75000 | 3.30000
Несоответствие индексов,3945,3260,14.25000 | 11.75000 | 3.30000      13.75000 | 11.75000 | 3.30000      14.25000 | 11.25000 | 3.30000      13.75000 | 11.25000 | 3.30000,14.25000 | 11.75000 | 3.30000      13.75000 | 11.75000 | 3.30000      13.75000 | 11.25000 | 3.30000      14.25000 | 11.25000 | 3.30000
Несоответствие индексов,1195,984,4.75000 | 2.75000 | 0.00000      4.25000 | 2.75000 | 0.00000      4.75000 | 2.25000 | 0.00000      4.25000 | 2.25000 | 0.00000,4.75000 | 2.75000 | 0.00000      4.25000 | 2.75000 | 0.00000      4.25000 | 2.25000 | 0.00000      4.75000 | 2.25000 | 0.00000
Несоответствие индексов,2148,1743,7.75000 | 10.75000 | 9.90000      7.25000 | 10.75000 | 9.90000      7.75000 | 10.25000 | 9.90000      7.25000 | 10.25000 | 9.90000,7.75000 | 10.75000 | 9.90000      7.25000 | 10.75000 | 9.90000      7.25000 | 10.25000 | 9.90000      7.75000 | 10.25000 | 9.90000
Несоответствие индексов,3933,3248,14.25000 | 10.25000 | 3.30000      13.75000 | 10.25000 | 3.30000      14.25000 | 9.75000 | 3.30000      13.75000 | 9.75000 | 3.30000,14.25000 | 10.25000 | 3.30000      13.75000 | 10.25000 | 3.30000      13.75000 | 9.75000 | 3.30000      14.25000 | 9.75000 | 3.30000
Несоответствие индексов,2800,4273,9.75000 | 12.75000 | 9.90000      10.25000 | 12.75000 | 9.90000,9.75000 | 12.75000 | 9.90000      10.25000 | 12.75000 | 9.90000
Несоответствие индексов,181,103,0.75000 | 8.75000 | -2.20000      0.75000 | 8.25000 | -2.20000      0.75000 | 8.75000 | -2.75000      0.75000 | 8.25000 | -2.75000,0.75000 | 8.75000 | -2.20000      0.75000 | 8.25000 | -2.20000      0.75000 | 8.25000 | -2.75000      0.75000 | 8.75000 | -2.75000
Несоответствие индексов,3799,3126,13.75000 | 9.25000 | 3.30000      13.25000 | 9.25000 | 3.30000      13.75000 | 8.75000 | 3.30000      13.25000 | 8.75000 | 3.30000,13.75000 | 9.25000 | 3.30000      13.25000 | 9.25000 | 3.30000      13.25000 | 8.75000 | 3.30000      13.75000 | 8.75000 | 3.30000
Несоответствие индексов,1274,1059,4.75000 | 11.75000 | 3.30000      4.25000 | 11.75000 | 3.30000      4.75000 | 11.25000 | 3.30000      4.25000 | 11.25000 | 3.30000,4.75000 | 11.75000 | 3.30000      4.25000 | 11.75000 | 3.30000      4.25000 | 11.25000 | 3.30000      4.75000 | 11.25000 | 3.30000
Несоответствие индексов,2173,4205,7.25000 | 12.75000 | 3.30000      7.75000 | 12.75000 | 3.30000,7.25000 | 12.75000 | 3.30000      7.75000 | 12.75000 | 3.30000
Несоответствие индексов,4335,3614,15.75000 | 12.75000 | -2.75000      15.75000 | 12.75000 | -3.30000      15.25000 | 12.75000 | -2.75000      15.25000 | 12.75000 | -3.30000,15.75000 | 12.75000 | -2.75000      15.75000 | 12.75000 | -3.30000      15.25000 | 12.75000 | -3.30000      15.25000 | 12.75000 | -2.75000
Несоответствие индексов,4227,4512,15.25000 | 0.75000 | 0.00000      15.75000 | 0.75000 | 0.00000,15.25000 | 0.75000 | 0.00000      15.75000 | 0.75000 | 0.00000
Несоответствие индексов,1978,1588,7.25000 | 7.25000 | 0.00000      6.75000 | 7.25000 | 0.00000      7.25000 | 6.75000 | 0.00000      6.75000 | 6.75000 | 0.00000,7.25000 | 7.25000 | 0.00000      6.75000 | 7.25000 | 0.00000      6.75000 | 6.75000 | 0.00000      7.25000 | 6.75000 | 0.00000
Несоответствие индексов,771,604,2.75000 | 11.75000 | 6.60000      2.25000 | 11.75000 | 6.60000      2.75000 | 11.25000 | 6.60000      2.25000 | 11.25000 | 6.60000,2.75000 | 11.75000 | 6.60000      2.25000 | 11.75000 | 6.60000      2.25000 | 11.25000 | 6.60000      2.75000 | 11.25000 | 6.60000
Несоответствие индексов,1379,1152,5.25000 | 9.25000 | 0.00000      4.75000 | 9.25000 | 0.00000      5.25000 | 8.75000 | 0.00000      4.75000 | 8.75000 | 0.00000,5.25000 | 9.25000 | 0.00000      4.75000 | 9.25000 | 0.00000      4.75000 | 8.75000 | 0.00000      5.25000 | 8.75000 | 0.00000
Несоответствие индексов,2065,1668,7.57500 | 3.10714 | -2.12143      7.57500 | 3.53571 | -2.35714      6.90000 | 3.10714 | -2.12143      6.90000 | 3.53571 | -2.35714,7.57500 | 3.10714 | -2.12143      7.57500 | 3.53571 | -2.35714      6.90000 | 3.53571 | -2.35714      6.90000 | 3.10714 | -2.12143
Несоответствие индексов,4118,3413,15.25000 | 2.75000 | 0.00000      14.75000 | 2.75000 | 0.00000      15.25000 | 2.25000 | 0.00000      14.75000 | 2.25000 | 0.00000,15.25000 | 2.75000 | 0.00000      14.75000 | 2.75000 | 0.00000      14.75000 | 2.25000 | 0.00000      15.25000 | 2.25000 | 0.00000
Несоответствие индексов,3437,2800,12.25000 | 11.25000 | 3.30000      11.75000 | 11.25000 | 3.30000      12.25000 | 10.75000 | 3.30000      11.75000 | 10.75000 | 3.30000,12.25000 | 11.25000 | 3.30000      11.75000 | 11.25000 | 3.30000      11.75000 | 10.75000 | 3.30000      12.25000 | 10.75000 | 3.30000
Несоответствие индексов,751,584,2.75000 | 9.25000 | 6.60000      2.25000 | 9.25000 | 6.60000      2.75000 | 8.75000 | 6.60000      2.25000 | 8.75000 | 6.60000,2.75000 | 9.25000 | 6.60000      2.25000 | 9.25000 | 6.60000      2.25000 | 8.75000 | 6.60000      2.75000 | 8.75000 | 6.60000
