Тип несоответствия,TXT индекс,SLI индекс,Элемент из txt,Элемент из sli
Несоответствие индексов,1196,985,4.75000 | 2.75000 | 3.30000      4.25000 | 2.75000 | 3.30000      4.75000 | 2.25000 | 3.30000      4.25000 | 2.25000 | 3.30000,4.75000 | 2.75000 | 3.30000      4.25000 | 2.75000 | 3.30000      4.25000 | 2.25000 | 3.30000      4.75000 | 2.25000 | 3.30000
Несоответствие индексов,4551,4613,15.75000 | 9.25000 | 9.90000      15.75000 | 9.75000 | 9.90000,15.75000 | 9.25000 | 9.90000      15.75000 | 9.75000 | 9.90000
Несоответствие индексов,1111,908,4.25000 | 7.25000 | 0.00000      3.75000 | 7.25000 | 0.00000      4.25000 | 6.75000 | 0.00000      3.75000 | 6.75000 | 0.00000,4.25000 | 7.25000 | 0.00000      3.75000 | 7.25000 | 0.00000      3.75000 | 6.75000 | 0.00000      4.25000 | 6.75000 | 0.00000
Несоответствие индексов,1787,4168,5.75000 | 12.75000 | 9.90000      6.25000 | 12.75000 | 9.90000,5.75000 | 12.75000 | 9.90000      6.25000 | 12.75000 | 9.90000
Несоответствие индексов,3072,2467,11.12500 | 5.25000 | -3.30000      10.75000 | 5.25000 | -3.30000      11.12500 | 4.75000 | -3.30000      10.75000 | 4.75000 | -3.30000,11.12500 | 5.25000 | -3.30000      10.75000 | 5.25000 | -3.30000      10.75000 | 4.75000 | -3.30000      11.12500 | 4.75000 | -3.30000
Несоответствие индексов,2750,2279,10.25000 | 8.25000 | 0.00000      9.75000 | 8.25000 | 0.00000      10.25000 | 7.75000 | 0.00000      9.75000 | 7.75000 | 0.00000,10.25000 | 8.25000 | 0.00000      9.75000 | 8.25000 | 0.00000      9.75000 | 7.75000 | 0.00000      10.25000 | 7.75000 | 0.00000
Несоответствие индексов,4142,3437,15.25000 | 5.75000 | 0.00000      14.75000 | 5.75000 | 0.00000      15.25000 | 5.25000 | 0.00000      14.75000 | 5.25000 | 0.00000,15.25000 | 5.75000 | 0.00000      14.75000 | 5.75000 | 0.00000      14.75000 | 5.25000 | 0.00000      15.25000 | 5.25000 | 0.00000
Несоответствие индексов,1523,1284,5.75000 | 11.75000 | 9.90000      5.25000 | 11.75000 | 9.90000      5.75000 | 11.25000 | 9.90000      5.25000 | 11.25000 | 9.90000,5.75000 | 11.75000 | 9.90000      5.25000 | 11.75000 | 9.90000      5.25000 | 11.25000 | 9.90000      5.75000 | 11.25000 | 9.90000
Несоответствие индексов,4320,3599,15.75000 | 11.25000 | 6.60000      15.25000 | 11.25000 | 6.60000      15.75000 | 10.75000 | 6.60000      15.25000 | 10.75000 | 6.60000,15.75000 | 11.25000 | 6.60000      15.25000 | 11.25000 | 6.60000      15.25000 | 10.75000 | 6.60000      15.75000 | 10.75000 | 6.60000
Несоответствие индексов,1239,1024,4.75000 | 7.25000 | 6.60000      4.25000 | 7.25000 | 6.60000      4.75000 | 6.75000 | 6.60000      4.25000 | 6.75000 | 6.60000,4.75000 | 7.25000 | 6.60000      4.25000 | 7.25000 | 6.60000      4.25000 | 6.75000 | 6.60000      4.75000 | 6.75000 | 6.60000
Несоответствие индексов,1977,1587,7.25000 | 7.12500 | -3.30000      6.75000 | 7.12500 | -3.30000      7.25000 | 6.75000 | -3.30000      6.75000 | 6.75000 | -3.30000,7.25000 | 7.12500 | -3.30000      6.75000 | 7.12500 | -3.30000      6.75000 | 6.75000 | -3.30000      7.25000 | 6.75000 | -3.30000
Несоответствие индексов,428,289,1.75000 | 1.25000 | 3.30000      1.25000 | 1.25000 | 3.30000      1.75000 | 0.75000 | 3.30000      1.25000 | 0.75000 | 3.30000,1.75000 | 1.25000 | 3.30000      1.25000 | 1.25000 | 3.30000      1.25000 | 0.75000 | 3.30000      1.75000 | 0.75000 | 3.30000
Несоответствие индексов,69,3822,0.75000 | 2.25000 | 6.60000      0.75000 | 2.75000 | 6.60000,0.75000 | 2.25000 | 6.60000      0.75000 | 2.75000 | 6.60000
Несоответствие индексов,294,171,1.25000 | 0.75000 | -0.55000      1.25000 | 0.75000 | -1.10000      0.75000 | 0.75000 | -0.55000      0.75000 | 0.75000 | -1.10000,1.25000 | 0.75000 | -0.55000      1.25000 | 0.75000 | -1.10000      0.75000 | 0.75000 | -1.10000      0.75000 | 0.75000 | -0.55000
Несоответствие индексов,1106,3998,3.75000 | 6.75000 | 0.00000      4.25000 | 6.75000 | 0.00000,3.75000 | 6.75000 | 0.00000      4.25000 | 6.75000 | 0.00000
Несоответствие индексов,2017,1627,7.25000 | 11.75000 | 9.90000      6.75000 | 11.75000 | 9.90000      7.25000 | 11.25000 | 9.90000      6.75000 | 11.25000 | 9.90000,7.25000 | 11.75000 | 9.90000      6.75000 | 11.75000 | 9.90000      6.75000 | 11.25000 | 9.90000      7.25000 | 11.25000 | 9.90000
Несоответствие индексов,2534,2093,9.25000 | 12.75000 | -0.55000      9.25000 | 12.75000 | -1.10000      8.75000 | 12.75000 | -0.55000      8.75000 | 12.75000 | -1.10000,9.25000 | 12.75000 | -0.55000      9.25000 | 12.75000 | -1.10000      8.75000 | 12.75000 | -1.10000      8.75000 | 12.75000 | -0.55000
Несоответствие индексов,964,777,3.75000 | 5.25000 | 3.30000      3.25000 | 5.25000 | 3.30000      3.75000 | 4.75000 | 3.30000      3.25000 | 4.75000 | 3.30000,3.75000 | 5.25000 | 3.30000      3.25000 | 5.25000 | 3.30000      3.25000 | 4.75000 | 3.30000      3.75000 | 4.75000 | 3.30000
Несоответствие индексов,4207,3498,15.25000 | 12.75000 | 9.90000      14.75000 | 12.75000 | 9.90000      15.25000 | 12.25000 | 9.90000      14.75000 | 12.25000 | 9.90000,15.25000 | 12.75000 | 9.90000      14.75000 | 12.75000 | 9.90000      14.75000 | 12.25000 | 9.90000      15.25000 | 12.25000 | 9.90000
Несоответствие индексов,3173,2560,11.25000 | 9.75000 | 3.30000      10.75000 | 9.75000 | 3.30000      11.25000 | 9.25000 | 3.30000      10.75000 | 9.25000 | 3.30000,11.25000 | 9.75000 | 3.30000      10.75000 | 9.75000 | 3.30000      10.75000 | 9.25000 | 3.30000      11.25000 | 9.25000 | 3.30000
Несоответствие индексов,3191,2578,11.25000 | 11.75000 | 9.90000      10.75000 | 11.75000 | 9.90000      11.25000 | 11.25000 | 9.90000      10.75000 | 11.25000 | 9.90000,11.25000 | 11.75000 | 9.90000      10.75000 | 11.75000 | 9.90000      10.75000 | 11.25000 | 9.90000      11.25000 | 11.25000 | 9.90000
Несоответствие индексов,3270,2649,11.75000 | 6.75000 | 6.60000      11.25000 | 6.75000 | 6.60000      11.75000 | 6.25000 | 6.60000      11.25000 | 6.25000 | 6.60000,11.75000 | 6.75000 | 6.60000      11.25000 | 6.75000 | 6.60000      11.25000 | 6.25000 | 6.60000      11.75000 | 6.25000 | 6.60000
Несоответствие индексов,2418,1985,8.92500 | 2.25000 | 1.65000      8.25000 | 2.25000 | 1.65000      8.92500 | 1.75000 | 1.65000      8.25000 | 1.75000 | 1.65000,8.92500 | 2.25000 | 1.65000      8.25000 | 2.25000 | 1.65000      8.25000 | 1.75000 | 1.65000      8.92500 | 1.75000 | 1.65000
Несоответствие индексов,2915,2432,10.75000 | 12.75000 | 6.60000      10.25000 | 12.75000 | 6.60000      10.75000 | 12.25000 | 6.60000      10.25000 | 12.25000 | 6.60000,10.75000 | 12.75000 | 6.60000      10.25000 | 12.75000 | 6.60000      10.25000 | 12.25000 | 6.60000      10.75000 | 12.25000 | 6.60000
Несоответствие индексов,3891,3210,14.25000 | 5.75000 | 3.30000      13.75000 | 5.75000 | 3.30000      14.25000 | 5.25000 | 3.30000      13.75000 | 5.25000 | 3.30000,14.25000 | 5.75000 | 3.30000      13.75000 | 5.75000 | 3.30000      13.75000 | 5.25000 | 3.30000      14.25000 | 5.25000 | 3.30000
Несоответствие индексов,4386,3648,15.75000 | 1.75000 | -2.20000      15.75000 | 1.25000 | -2.20000      15.75000 | 1.75000 | -2.75000      15.75000 | 1.25000 | -2.75000,15.75000 | 1.75000 | -2.20000      15.75000 | 1.25000 | -2.20000      15.75000 | 1.25000 | -2.75000      15.75000 | 1.75000 | -2.75000
Несоответствие индексов,84,55,0.75000 | 3.75000 | 0.00000      0.75000 | 3.25000 | 0.00000      0.75000 | 3.75000 | -0.55000      0.75000 | 3.25000 | -0.55000,0.75000 | 3.75000 | 0.00000      0.75000 | 3.25000 | 0.00000      0.75000 | 3.25000 | -0.55000      0.75000 | 3.75000 | -0.55000
Несоответствие индексов,260,3913,0.75000 | 12.75000 | -3.30000      0.75000 | 12.75000 | -2.75000,0.75000 | 12.75000 | -3.30000      0.75000 | 12.75000 | -2.75000
Несоответствие индексов,3977,4490,14.25000 | 0.75000 | 6.60000      14.75000 | 0.75000 | 6.60000,14.25000 | 0.75000 | 6.60000      14.75000 | 0.75000 | 6.60000
Несоответствие индексов,4502,3707,15.75000 | 7.75000 | -2.75000      15.75000 | 7.25000 | -2.75000      15.75000 | 7.75000 | -3.30000      15.75000 | 7.25000 | -3.30000,15.75000 | 7.75000 | -2.75000      15.75000 | 7.25000 | -2.75000      15.75000 | 7.25000 | -3.30000      15.75000 | 7.75000 | -3.30000
Несоответствие индексов,1657,4140,5.75000 | 11.25000 | 3.30000      5.75000 | 11.75000 | 3.30000,5.75000 | 11.25000 | 3.30000      5.75000 | 11.75000 | 3.30000
Несоответствие индексов,3181,2568,11.25000 | 10.75000 | 3.30000      10.75000 | 10.75000 | 3.30000      11.25000 | 10.25000 | 3.30000      10.75000 | 10.25000 | 3.30000,11.25000 | 10.75000 | 3.30000      10.75000 | 10.75000 | 3.30000      10.75000 | 10.25000 | 3.30000      11.25000 | 10.25000 | 3.30000
Несоответствие индексов,1066,867,4.25000 | 2.25000 | 3.30000      3.75000 | 2.25000 | 3.30000      4.25000 | 1.75000 | 3.30000      3.75000 | 1.75000 | 3.30000,4.25000 | 2.25000 | 3.30000      3.75000 | 2.25000 | 3.30000      3.75000 | 1.75000 | 3.30000      4.25000 | 1.75000 | 3.30000
Несоответствие индексов,3529,2880,12.75000 | 7.12500 | -3.30000      12.25000 | 7.12500 | -3.30000      12.75000 | 6.75000 | -3.30000      12.25000 | 6.75000 | -3.30000,12.75000 | 7.12500 | -3.30000      12.25000 | 7.12500 | -3.30000      12.25000 | 6.75000 | -3.30000      12.75000 | 6.75000 | -3.30000
Несоответствие индексов,3589,2936,12.75000 | 13.12500 | -3.30000      12.25000 | 13.12500 | -3.30000      12.75000 | 12.75000 | -3.30000      12.25000 | 12.75000 | -3.30000,12.75000 | 13.12500 | -3.30000      12.25000 | 13.12500 | -3.30000      12.25000 | 12.75000 | -3.30000      12.75000 | 12.75000 | -3.30000
Несоответствие индексов,1290,1075,4.75000 | 12.75000 | -0.55000      4.75000 | 12.75000 | -1.10000      4.25000 | 12.75000 | -0.55000      4.25000 | 12.75000 | -1.10000,4.75000 | 12.75000 | -0.55000      4.75000 | 12.75000 | -1.10000      4.25000 | 12.75000 | -1.10000      4.25000 | 12.75000 | -0.55000
Несоответствие индексов,391,260,1.25000 | 11.75000 | 0.00000      0.75000 | 11.75000 | 0.00000      1.25000 | 11.25000 | 0.00000      0.75000 | 11.25000 | 0.00000,1.25000 | 11.75000 | 0.00000      0.75000 | 11.75000 | 0.00000      0.75000 | 11.25000 | 0.00000      1.25000 | 11.25000 | 0.00000
Несоответствие индексов,1623,4106,5.75000 | 6.75000 | 9.90000      5.75000 | 7.25000 | 9.90000,5.75000 | 6.75000 | 9.90000      5.75000 | 7.25000 | 9.90000
Несоответствие индексов,954,767,3.75000 | 3.75000 | 9.90000      3.25000 | 3.75000 | 9.90000      3.75000 | 3.25000 | 9.90000      3.25000 | 3.25000 | 9.90000,3.75000 | 3.75000 | 9.90000      3.25000 | 3.75000 | 9.90000      3.25000 | 3.25000 | 9.90000      3.75000 | 3.25000 | 9.90000
Несоответствие индексов,3541,2892,12.75000 | 8.25000 | 9.90000      12.25000 | 8.25000 | 9.90000      12.75000 | 7.75000 | 9.90000      12.25000 | 7.75000 | 9.90000,12.75000 | 8.25000 | 9.90000      12.25000 | 8.25000 | 9.90000      12.25000 | 7.75000 | 9.90000      12.75000 | 7.75000 | 9.90000
Несоответствие индексов,1429,1194,5.75000 | 1.25000 | -3.30000      5.25000 | 1.25000 | -3.30000      5.75000 | 0.75000 | -3.30000      5.25000 | 0.75000 | -3.30000,5.75000 | 1.25000 | -3.30000      5.25000 | 1.25000 | -3.30000      5.25000 | 0.75000 | -3.30000      5.75000 | 0.75000 | -3.30000
Несоответствие индексов,2016,1626,7.25000 | 11.75000 | 6.60000      6.75000 | 11.75000 | 6.60000      7.25000 | 11.25000 | 6.60000      6.75000 | 11.25000 | 6.60000,7.25000 | 11.75000 | 6.60000      6.75000 | 11.75000 | 6.60000      6.75000 | 11.25000 | 6.60000      7.25000 | 11.25000 | 6.60000
Несоответствие индексов,2364,1935,8.75000 | 9.25000 | 0.00000      8.25000 | 9.25000 | 0.00000      8.75000 | 8.75000 | 0.00000      8.25000 | 8.75000 | 0.00000,8.75000 | 9.25000 | 0.00000      8.25000 | 9.25000 | 0.00000      8.25000 | 8.75000 | 0.00000      8.75000 | 8.75000 | 0.00000
Несоответствие индексов,2489,2048,9.25000 | 8.25000 | 0.00000      8.75000 | 8.25000 | 0.00000      9.25000 | 7.75000 | 0.00000      8.75000 | 7.75000 | 0.00000,9.25000 | 8.25000 | 0.00000      8.75000 | 8.25000 | 0.00000      8.75000 | 7.75000 | 0.00000      9.25000 | 7.75000 | 0.00000
Несоответствие индексов,1371,1144,5.25000 | 8.25000 | 0.00000      4.75000 | 8.25000 | 0.00000      5.25000 | 7.75000 | 0.00000      4.75000 | 7.75000 | 0.00000,5.25000 | 8.25000 | 0.00000      4.75000 | 8.25000 | 0.00000      4.75000 | 7.75000 | 0.00000      5.25000 | 7.75000 | 0.00000
Несоответствие индексов,3613,2956,13.25000 | 2.25000 | 9.90000      12.75000 | 2.25000 | 9.90000      13.25000 | 1.75000 | 9.90000      12.75000 | 1.75000 | 9.90000,13.25000 | 2.25000 | 9.90000      12.75000 | 2.25000 | 9.90000      12.75000 | 1.75000 | 9.90000      13.25000 | 1.75000 | 9.90000
Несоответствие индексов,1368,1141,5.25000 | 7.75000 | 3.30000      4.75000 | 7.75000 | 3.30000      5.25000 | 7.25000 | 3.30000      4.75000 | 7.25000 | 3.30000,5.25000 | 7.75000 | 3.30000      4.75000 | 7.75000 | 3.30000      4.75000 | 7.25000 | 3.30000      5.25000 | 7.25000 | 3.30000
Несоответствие индексов,4618,4644,15.75000 | 12.75000 | 0.00000      15.75000 | 12.75000 | 3.30000,15.75000 | 12.75000 | 0.00000      15.75000 | 12.75000 | 3.30000
Несоответствие индексов,112,3841,0.75000 | 4.75000 | 3.30000      0.75000 | 5.25000 | 3.30000,0.75000 | 4.75000 | 3.30000      0.75000 | 5.25000 | 3.30000
Несоответствие индексов,1336,1113,5.25000 | 4.25000 | 9.90000      4.75000 | 4.25000 | 9.90000      5.25000 | 3.75000 | 9.90000      4.75000 | 3.75000 | 9.90000,5.25000 | 4.25000 | 9.90000      4.75000 | 4.25000 | 9.90000      4.75000 | 3.75000 | 9.90000      5.25000 | 3.75000 | 9.90000
Несоответствие индексов,1823,1450,6.75000 | 0.75000 | -3.30000      6.25000 | 0.75000 | -3.30000      6.75000 | 0.37500 | -3.30000      6.25000 | 0.37500 | -3.30000,6.75000 | 0.75000 | -3.30000      6.25000 | 0.75000 | -3.30000      6.25000 | 0.37500 | -3.30000      6.75000 | 0.37500 | -3.30000
Несоответствие индексов,3332,2707,11.75000 | 12.75000 | 0.00000      11.75000 | 12.75000 | -0.55000      11.25000 | 12.75000 | 0.00000      11.25000 | 12.75000 | -0.55000,11.75000 | 12.75000 | 0.00000      11.75000 | 12.75000 | -0.55000      11.25000 | 12.75000 | -0.55000      11.25000 | 12.75000 | 0.00000
Несоответствие индексов,507,364,1.75000 | 10.25000 | 6.60000      1.25000 | 10.25000 | 6.60000      1.75000 | 9.75000 | 6.60000      1.25000 | 9.75000 | 6.60000,1.75000 | 10.25000 | 6.60000      1.25000 | 10.25000 | 6.60000      1.25000 | 9.75000 | 6.60000      1.75000 | 9.75000 | 6.60000
Несоответствие индексов,1746,1380,6.25000 | 9.25000 | 3.30000      5.75000 | 9.25000 | 3.30000      6.25000 | 8.75000 | 3.30000      5.75000 | 8.75000 | 3.30000,6.25000 | 9.25000 | 3.30000      5.75000 | 9.25000 | 3.30000      5.75000 | 8.75000 | 3.30000      6.25000 | 8.75000 | 3.30000
Несоответствие индексов,1231,1020,4.75000 | 6.75000 | -3.30000      4.25000 | 6.75000 | -3.30000      4.75000 | 6.37500 | -3.30000      4.25000 | 6.37500 | -3.30000,4.75000 | 6.75000 | -3.30000      4.25000 | 6.75000 | -3.30000      4.25000 | 6.37500 | -3.30000      4.75000 | 6.37500 | -3.30000
Несоответствие индексов,4506,3711,15.75000 | 7.75000 | -0.55000      15.75000 | 7.25000 | -0.55000      15.75000 | 7.75000 | -1.10000      15.75000 | 7.25000 | -1.10000,15.75000 | 7.75000 | -0.55000      15.75000 | 7.25000 | -0.55000      15.75000 | 7.25000 | -1.10000      15.75000 | 7.75000 | -1.10000
Несоответствие индексов,597,446,2.25000 | 6.75000 | 0.00000      1.75000 | 6.75000 | 0.00000      2.25000 | 6.25000 | 0.00000      1.75000 | 6.25000 | 0.00000,2.25000 | 6.75000 | 0.00000      1.75000 | 6.75000 | 0.00000      1.75000 | 6.25000 | 0.00000      2.25000 | 6.25000 | 0.00000
Несоответствие индексов,880,701,3.25000 | 9.75000 | 3.30000      2.75000 | 9.75000 | 3.30000      3.25000 | 9.25000 | 3.30000      2.75000 | 9.25000 | 3.30000,3.25000 | 9.75000 | 3.30000      2.75000 | 9.75000 | 3.30000      2.75000 | 9.25000 | 3.30000      3.25000 | 9.25000 | 3.30000
Несоответствие индексов,3776,3107,13.75000 | 6.75000 | -3.30000      13.25000 | 6.75000 | -3.30000      13.75000 | 6.37500 | -3.30000      13.25000 | 6.37500 | -3.30000,13.75000 | 6.75000 | -3.30000      13.25000 | 6.75000 | -3.30000      13.25000 | 6.37500 | -3.30000      13.75000 | 6.37500 | -3.30000
Несоответствие индексов,994,803,3.75000 | 8.25000 | 3.30000      3.25000 | 8.25000 | 3.30000      3.75000 | 7.75000 | 3.30000      3.25000 | 7.75000 | 3.30000,3.75000 | 8.25000 | 3.30000      3.25000 | 8.25000 | 3.30000      3.25000 | 7.75000 | 3.30000      3.75000 | 7.75000 | 3.30000
Несоответствие индексов,2087,4198,7.25000 | 0.75000 | 6.60000      7.75000 | 0.75000 | 6.60000,7.25000 | 0.75000 | 6.60000      7.75000 | 0.75000 | 6.60000
Несоответствие индексов,990,799,3.75000 | 7.75000 | 3.30000      3.25000 | 7.75000 | 3.30000      3.75000 | 7.25000 | 3.30000      3.25000 | 7.25000 | 3.30000,3.75000 | 7.75000 | 3.30000      3.25000 | 7.75000 | 3.30000      3.25000 | 7.25000 | 3.30000      3.75000 | 7.25000 | 3.30000
Несоответствие индексов,2170,1765,7.75000 | 12.75000 | -0.55000      7.75000 | 12.75000 | -1.10000      7.25000 | 12.75000 | -0.55000      7.25000 | 12.75000 | -1.10000,7.75000 | 12.75000 | -0.55000      7.75000 | 12.75000 | -1.10000      7.25000 | 12.75000 | -1.10000      7.25000 | 12.75000 | -0.55000
Несоответствие индексов,2725,2258,10.25000 | 4.75000 | 9.90000      9.75000 | 4.75000 | 9.90000      10.25000 | 4.25000 | 9.90000      9.75000 | 4.25000 | 9.90000,10.25000 | 4.75000 | 9.90000      9.75000 | 4.75000 | 9.90000      9.75000 | 4.25000 | 9.90000      10.25000 | 4.25000 | 9.90000
