Целевая площадь;Основной шаг;Доп. шаг;Основная арматура;Доп. арматура;Общая площадь;Отклонение (%)
;;;Ø6 мм;Ø6 мм;2.122;-99.24
;;;Ø3 мм;Ø10 мм;2.318;-99.17
;;;Ø4 мм;Ø10 мм;2.593;-99.07
;;;Ø6 мм;Ø8 мм;2.673;-99.05
;;;Ø8 мм;Ø3 мм;2.693;-99.04
;;;Ø8 мм;Ø4 мм;2.830;-98.99
;;;Ø3 мм;Ø12 мм;3.183;-98.86
;;;Ø8 мм;Ø6 мм;3.223;-98.85
;;;Ø6 мм;Ø10 мм;3.378;-98.79
;;;Ø4 мм;Ø12 мм;3.457;-98.77

300;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.82
;;;Ø3 мм;Ø4 мм;0.670;-99.78
;;;Ø4 мм;Ø3 мм;0.808;-99.73
;;;Ø4 мм;Ø4 мм;0.945;-99.68
;;;Ø3 мм;Ø6 мм;1.062;-99.65
;;;Ø4 мм;Ø6 мм;1.337;-99.55
;;;Ø6 мм;Ø3 мм;1.592;-99.47
;;;Ø3 мм;Ø8 мм;1.613;-99.46
;;;Ø6 мм;Ø4 мм;1.730;-99.42
;;;Ø4 мм;Ø8 мм;1.888;-99.37
;;;Ø6 мм;Ø6 мм;2.122;-99.29
;;;Ø3 мм;Ø10 мм;2.318;-99.23
;;;Ø4 мм;Ø10 мм;2.593;-99.14
;;;Ø6 мм;Ø8 мм;2.673;-99.11
;;;Ø8 мм;Ø3 мм;2.693;-99.10
;;;Ø8 мм;Ø4 мм;2.830;-99.06
;;;Ø3 мм;Ø12 мм;3.183;-98.94
;;;Ø8 мм;Ø6 мм;3.223;-98.93
;;;Ø6 мм;Ø10 мм;3.378;-98.87
;;;Ø4 мм;Ø12 мм;3.457;-98.85

320;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.83
;;;Ø3 мм;Ø4 мм;0.670;-99.79
;;;Ø4 мм;Ø3 мм;0.808;-99.75
;;;Ø4 мм;Ø4 мм;0.945;-99.70
;;;Ø3 мм;Ø6 мм;1.062;-99.67
;;;Ø4 мм;Ø6 мм;1.337;-99.58
;;;Ø6 мм;Ø3 мм;1.592;-99.50
;;;Ø3 мм;Ø8 мм;1.613;-99.50
;;;Ø6 мм;Ø4 мм;1.730;-99.46
;;;Ø4 мм;Ø8 мм;1.888;-99.41
;;;Ø6 мм;Ø6 мм;2.122;-99.34
;;;Ø3 мм;Ø10 мм;2.318;-99.28
;;;Ø4 мм;Ø10 мм;2.593;-99.19
;;;Ø6 мм;Ø8 мм;2.673;-99.16
;;;Ø8 мм;Ø3 мм;2.693;-99.16
;;;Ø8 мм;Ø4 мм;2.830;-99.12
;;;Ø3 мм;Ø12 мм;3.183;-99.01
;;;Ø8 мм;Ø6 мм;3.223;-98.99
;;;Ø6 мм;Ø10 мм;3.378;-98.94
;;;Ø4 мм;Ø12 мм;3.457;-98.92

340;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.84
;;;Ø3 мм;Ø4 мм;0.670;-99.80
;;;Ø4 мм;Ø3 мм;0.808;-99.76
;;;Ø4 мм;Ø4 мм;0.945;-99.72
;;;Ø3 мм;Ø6 мм;1.062;-99.69
;;;Ø4 мм;Ø6 мм;1.337;-99.61
;;;Ø6 мм;Ø3 мм;1.592;-99.53
;;;Ø3 мм;Ø8 мм;1.613;-99.53
;;;Ø6 мм;Ø4 мм;1.730;-99.49
;;;Ø4 мм;Ø8 мм;1.888;-99.44
;;;Ø6 мм;Ø6 мм;2.122;-99.38
;;;Ø3 мм;Ø10 мм;2.318;-99.32
;;;Ø4 мм;Ø10 мм;2.593;-99.24
;;;Ø6 мм;Ø8 мм;2.673;-99.21
;;;Ø8 мм;Ø3 мм;2.693;-99.21
;;;Ø8 мм;Ø4 мм;2.830;-99.17
;;;Ø3 мм;Ø12 мм;3.183;-99.06
;;;Ø8 мм;Ø6 мм;3.223;-99.05
;;;Ø6 мм;Ø10 мм;3.378;-99.01
;;;Ø4 мм;Ø12 мм;3.457;-98.98

360;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.85
;;;Ø3 мм;Ø4 мм;0.670;-99.81
;;;Ø4 мм;Ø3 мм;0.808;-99.78
;;;Ø4 мм;Ø4 мм;0.945;-99.74
;;;Ø3 мм;Ø6 мм;1.062;-99.70
;;;Ø4 мм;Ø6 мм;1.337;-99.63
;;;Ø6 мм;Ø3 мм;1.592;-99.56
;;;Ø3 мм;Ø8 мм;1.613;-99.55
;;;Ø6 мм;Ø4 мм;1.730;-99.52
;;;Ø4 мм;Ø8 мм;1.888;-99.48
;;;Ø6 мм;Ø6 мм;2.122;-99.41
;;;Ø3 мм;Ø10 мм;2.318;-99.36
;;;Ø4 мм;Ø10 мм;2.593;-99.28
;;;Ø6 мм;Ø8 мм;2.673;-99.26
;;;Ø8 мм;Ø3 мм;2.693;-99.25
;;;Ø8 мм;Ø4 мм;2.830;-99.21
;;;Ø3 мм;Ø12 мм;3.183;-99.12
;;;Ø8 мм;Ø6 мм;3.223;-99.10
;;;Ø6 мм;Ø10 мм;3.378;-99.06
;;;Ø4 мм;Ø12 мм;3.457;-99.04

380;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.86
;;;Ø3 мм;Ø4 мм;0.670;-99.82
;;;Ø4 мм;Ø3 мм;0.808;-99.79
;;;Ø4 мм;Ø4 мм;0.945;-99.75
;;;Ø3 мм;Ø6 мм;1.062;-99.72
;;;Ø4 мм;Ø6 мм;1.337;-99.65
;;;Ø6 мм;Ø3 мм;1.592;-99.58
;;;Ø3 мм;Ø8 мм;1.613;-99.58
;;;Ø6 мм;Ø4 мм;1.730;-99.54
;;;Ø4 мм;Ø8 мм;1.888;-99.50
;;;Ø6 мм;Ø6 мм;2.122;-99.44
;;;Ø3 мм;Ø10 мм;2.318;-99.39
;;;Ø4 мм;Ø10 мм;2.593;-99.32
;;;Ø6 мм;Ø8 мм;2.673;-99.30
;;;Ø8 мм;Ø3 мм;2.693;-99.29
;;;Ø8 мм;Ø4 мм;2.830;-99.26
;;;Ø3 мм;Ø12 мм;3.183;-99.16
;;;Ø8 мм;Ø6 мм;3.223;-99.15
;;;Ø6 мм;Ø10 мм;3.378;-99.11
;;;Ø4 мм;Ø12 мм;3.457;-99.09

400;0.6;0.3;Ø3 мм;Ø3 мм;0.355;-99.91
;;;Ø4 мм;Ø3 мм;0.447;-99.89
;;;Ø3 мм;Ø4 мм;0.538;-99.87
;;;Ø4 мм;Ø4 мм;0.630;-99.84
;;;Ø6 мм;Ø3 мм;0.708;-99.82
;;;Ø6 мм;Ø4 мм;0.892;-99.78
;;;Ø3 мм;Ø6 мм;1.062;-99.73
;;;Ø8 мм;Ø3 мм;1.075;-99.73
;;;Ø4 мм;Ø6 мм;1.153;-99.71
;;;Ø8 мм;Ø4 мм;1.258;-99.69
;;;Ø6 мм;Ø6 мм;1.415;-99.65
;;;Ø10 мм;Ø3 мм;1.545;-99.61
;;;Ø10 мм;Ø4 мм;1.728;-99.57
;;;Ø8 мм;Ø6 мм;1.782;-99.55
;;;Ø3 мм;Ø8 мм;1.795;-99.55
;;;Ø4 мм;Ø8 мм;1.887;-99.53
;;;Ø12 мм;Ø3 мм;2.122;-99.47
;;;Ø6 мм;Ø8 мм;2.148;-99.46
;;;Ø10 мм;Ø6 мм;2.252;-99.44
;;;Ø12 мм;Ø4 мм;2.305;-99.42

420;0.6;0.3;Ø3 мм;Ø3 мм;0.355;-99.92
;;;Ø4 мм;Ø3 мм;0.447;-99.89
;;;Ø3 мм;Ø4 мм;0.538;-99.87
;;;Ø4 мм;Ø4 мм;0.630;-99.85
;;;Ø6 мм;Ø3 мм;0.708;-99.83
;;;Ø6 мм;Ø4 мм;0.892;-99.79
;;;Ø3 мм;Ø6 мм;1.062;-99.75
;;;Ø8 мм;Ø3 мм;1.075;-99.74
;;;Ø4 мм;Ø6 мм;1.153;-99.73
;;;Ø8 мм;Ø4 мм;1.258;-99.70
;;;Ø6 мм;Ø6 мм;1.415;-99.66
;;;Ø10 мм;Ø3 мм;1.545;-99.63
;;;Ø10 мм;Ø4 мм;1.728;-99.59
;;;Ø8 мм;Ø6 мм;1.782;-99.58
;;;Ø3 мм;Ø8 мм;1.795;-99.57
;;;Ø4 мм;Ø8 мм;1.887;-99.55
;;;Ø12 мм;Ø3 мм;2.122;-99.49
;;;Ø6 мм;Ø8 мм;2.148;-99.49
;;;Ø10 мм;Ø6 мм;2.252;-99.46
;;;Ø12 мм;Ø4 мм;2.305;-99.45

440;0.6;0.3;Ø3 мм;Ø3 мм;0.355;-99.92
;;;Ø4 мм;Ø3 мм;0.447;-99.90
;;;Ø3 мм;Ø4 мм;0.538;-99.88
;;;Ø4 мм;Ø4 мм;0.630;-99.86
;;;Ø6 мм;Ø3 мм;0.708;-99.84
;;;Ø6 мм;Ø4 мм;0.892;-99.80
;;;Ø3 мм;Ø6 мм;1.062;-99.76
;;;Ø8 мм;Ø3 мм;1.075;-99.76
;;;Ø4 мм;Ø6 мм;1.153;-99.74
;;;Ø8 мм;Ø4 мм;1.258;-99.71
;;;Ø6 мм;Ø6 мм;1.415;-99.68
;;;Ø10 мм;Ø3 мм;1.545;-99.65
;;;Ø10 мм;Ø4 мм;1.728;-99.61
;;;Ø8 мм;Ø6 мм;1.782;-99.60
;;;Ø3 мм;Ø8 мм;1.795;-99.59
;;;Ø4 мм;Ø8 мм;1.887;-99.57
;;;Ø12 мм;Ø3 мм;2.122;-99.52
;;;Ø6 мм;Ø8 мм;2.148;-99.51
;;;Ø10 мм;Ø6 мм;2.252;-99.49
;;;Ø12 мм;Ø4 мм;2.305;-99.48

460;0.6;0.3;Ø3 мм;Ø3 мм;0.355;-99.92
;;;Ø4 мм;Ø3 мм;0.447;-99.90
;;;Ø3 мм;Ø4 мм;0.538;-99.88
;;;Ø4 мм;Ø4 мм;0.630;-99.86
;;;Ø6 мм;Ø3 мм;0.708;-99.85
;;;Ø6 мм;Ø4 мм;0.892;-99.81
;;;Ø3 мм;Ø6 мм;1.062;-99.77
;;;Ø8 мм;Ø3 мм;1.075;-99.77
;;;Ø4 мм;Ø6 мм;1.153;-99.75
;;;Ø8 мм;Ø4 мм;1.258;-99.73
;;;Ø6 мм;Ø6 мм;1.415;-99.69
;;;Ø10 мм;Ø3 мм;1.545;-99.66
;;;Ø10 мм;Ø4 мм;1.728;-99.62
;;;Ø8 мм;Ø6 мм;1.782;-99.61
;;;Ø3 мм;Ø8 мм;1.795;-99.61
;;;Ø4 мм;Ø8 мм;1.887;-99.59
;;;Ø12 мм;Ø3 мм;2.122;-99.54
;;;Ø6 мм;Ø8 мм;2.148;-99.53
;;;Ø10 мм;Ø6 мм;2.252;-99.51
;;;Ø12 мм;Ø4 мм;2.305;-99.50

480;0.6;0.3;Ø3 мм;Ø3 мм;0.355;-99.93
;;;Ø4 мм;Ø3 мм;0.447;-99.91
;;;Ø3 мм;Ø4 мм;0.538;-99.89
;;;Ø4 мм;Ø4 мм;0.630;-99.87
;;;Ø6 мм;Ø3 мм;0.708;-99.85
;;;Ø6 мм;Ø4 мм;0.892;-99.81
;;;Ø3 мм;Ø6 мм;1.062;-99.78
;;;Ø8 мм;Ø3 мм;1.075;-99.78
;;;Ø4 мм;Ø6 мм;1.153;-99.76
;;;Ø8 мм;Ø4 мм;1.258;-99.74
;;;Ø6 мм;Ø6 мм;1.415;-99.71
;;;Ø10 мм;Ø3 мм;1.545;-99.68
;;;Ø10 мм;Ø4 мм;1.728;-99.64
;;;Ø8 мм;Ø6 мм;1.782;-99.63
;;;Ø3 мм;Ø8 мм;1.795;-99.63
;;;Ø4 мм;Ø8 мм;1.887;-99.61
;;;Ø12 мм;Ø3 мм;2.122;-99.56
;;;Ø6 мм;Ø8 мм;2.148;-99.55
;;;Ø10 мм;Ø6 мм;2.252;-99.53
;;;Ø12 мм;Ø4 мм;2.305;-99.52

500;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.89
;;;Ø3 мм;Ø4 мм;0.670;-99.87
;;;Ø4 мм;Ø3 мм;0.808;-99.84
;;;Ø4 мм;Ø4 мм;0.945;-99.81
;;;Ø3 мм;Ø6 мм;1.062;-99.79
;;;Ø4 мм;Ø6 мм;1.337;-99.73
;;;Ø6 мм;Ø3 мм;1.592;-99.68
;;;Ø3 мм;Ø8 мм;1.613;-99.68
;;;Ø6 мм;Ø4 мм;1.730;-99.65
;;;Ø4 мм;Ø8 мм;1.888;-99.62
;;;Ø6 мм;Ø6 мм;2.122;-99.58
;;;Ø3 мм;Ø10 мм;2.318;-99.54
;;;Ø4 мм;Ø10 мм;2.593;-99.48
;;;Ø6 мм;Ø8 мм;2.673;-99.47
;;;Ø8 мм;Ø3 мм;2.693;-99.46
;;;Ø8 мм;Ø4 мм;2.830;-99.43
;;;Ø3 мм;Ø12 мм;3.183;-99.36
;;;Ø8 мм;Ø6 мм;3.223;-99.36
;;;Ø6 мм;Ø10 мм;3.378;-99.32
;;;Ø4 мм;Ø12 мм;3.457;-99.31

520;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.90
;;;Ø3 мм;Ø4 мм;0.670;-99.87
;;;Ø4 мм;Ø3 мм;0.808;-99.84
;;;Ø4 мм;Ø4 мм;0.945;-99.82
;;;Ø3 мм;Ø6 мм;1.062;-99.80
;;;Ø4 мм;Ø6 мм;1.337;-99.74
;;;Ø6 мм;Ø3 мм;1.592;-99.69
;;;Ø3 мм;Ø8 мм;1.613;-99.69
;;;Ø6 мм;Ø4 мм;1.730;-99.67
;;;Ø4 мм;Ø8 мм;1.888;-99.64
;;;Ø6 мм;Ø6 мм;2.122;-99.59
;;;Ø3 мм;Ø10 мм;2.318;-99.55
;;;Ø4 мм;Ø10 мм;2.593;-99.50
;;;Ø6 мм;Ø8 мм;2.673;-99.49
;;;Ø8 мм;Ø3 мм;2.693;-99.48
;;;Ø8 мм;Ø4 мм;2.830;-99.46
;;;Ø3 мм;Ø12 мм;3.183;-99.39
;;;Ø8 мм;Ø6 мм;3.223;-99.38
;;;Ø6 мм;Ø10 мм;3.378;-99.35
;;;Ø4 мм;Ø12 мм;3.457;-99.34

540;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.90
;;;Ø3 мм;Ø4 мм;0.670;-99.88
;;;Ø4 мм;Ø3 мм;0.808;-99.85
;;;Ø4 мм;Ø4 мм;0.945;-99.82
;;;Ø3 мм;Ø6 мм;1.062;-99.80
;;;Ø4 мм;Ø6 мм;1.337;-99.75
;;;Ø6 мм;Ø3 мм;1.592;-99.71
;;;Ø3 мм;Ø8 мм;1.613;-99.70
;;;Ø6 мм;Ø4 мм;1.730;-99.68
;;;Ø4 мм;Ø8 мм;1.888;-99.65
;;;Ø6 мм;Ø6 мм;2.122;-99.61
;;;Ø3 мм;Ø10 мм;2.318;-99.57
;;;Ø4 мм;Ø10 мм;2.593;-99.52
;;;Ø6 мм;Ø8 мм;2.673;-99.51
;;;Ø8 мм;Ø3 мм;2.693;-99.50
;;;Ø8 мм;Ø4 мм;2.830;-99.48
;;;Ø3 мм;Ø12 мм;3.183;-99.41
;;;Ø8 мм;Ø6 мм;3.223;-99.40
;;;Ø6 мм;Ø10 мм;3.378;-99.37
;;;Ø4 мм;Ø12 мм;3.457;-99.36

560;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.90
;;;Ø3 мм;Ø4 мм;0.670;-99.88
;;;Ø4 мм;Ø3 мм;0.808;-99.86
;;;Ø4 мм;Ø4 мм;0.945;-99.83
;;;Ø3 мм;Ø6 мм;1.062;-99.81
;;;Ø4 мм;Ø6 мм;1.337;-99.76
;;;Ø6 мм;Ø3 мм;1.592;-99.72
;;;Ø3 мм;Ø8 мм;1.613;-99.71
;;;Ø6 мм;Ø4 мм;1.730;-99.69
;;;Ø4 мм;Ø8 мм;1.888;-99.66
;;;Ø6 мм;Ø6 мм;2.122;-99.62
;;;Ø3 мм;Ø10 мм;2.318;-99.59
;;;Ø4 мм;Ø10 мм;2.593;-99.54
;;;Ø6 мм;Ø8 мм;2.673;-99.52
;;;Ø8 мм;Ø3 мм;2.693;-99.52
;;;Ø8 мм;Ø4 мм;2.830;-99.49
;;;Ø3 мм;Ø12 мм;3.183;-99.43
;;;Ø8 мм;Ø6 мм;3.223;-99.42
;;;Ø6 мм;Ø10 мм;3.378;-99.40
;;;Ø4 мм;Ø12 мм;3.457;-99.38

580;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.91
;;;Ø3 мм;Ø4 мм;0.670;-99.88
;;;Ø4 мм;Ø3 мм;0.808;-99.86
;;;Ø4 мм;Ø4 мм;0.945;-99.84
;;;Ø3 мм;Ø6 мм;1.062;-99.82
;;;Ø4 мм;Ø6 мм;1.337;-99.77
;;;Ø6 мм;Ø3 мм;1.592;-99.73
;;;Ø3 мм;Ø8 мм;1.613;-99.72
;;;Ø6 мм;Ø4 мм;1.730;-99.70
;;;Ø4 мм;Ø8 мм;1.888;-99.67
;;;Ø6 мм;Ø6 мм;2.122;-99.63
;;;Ø3 мм;Ø10 мм;2.318;-99.60
;;;Ø4 мм;Ø10 мм;2.593;-99.55
;;;Ø6 мм;Ø8 мм;2.673;-99.54
;;;Ø8 мм;Ø3 мм;2.693;-99.54
;;;Ø8 мм;Ø4 мм;2.830;-99.51
;;;Ø3 мм;Ø12 мм;3.183;-99.45
;;;Ø8 мм;Ø6 мм;3.223;-99.44
;;;Ø6 мм;Ø10 мм;3.378;-99.42
;;;Ø4 мм;Ø12 мм;3.457;-99.40

