Номер,Индекс координаты,Координаты X,Координаты Y,Координаты Z,Тип,Материал
210,0,0.75,10.25,-0.55,44,7
210,1,0.75,9.75,-0.55,44,7
210,2,0.75,10.25,-1.1,44,7
210,3,0.75,9.75,-1.1,44,7
211,0,0.75,10.25,0,44,7
211,1,0.75,9.75,0,44,7
211,2,0.75,10.25,-0.55,44,7
211,3,0.75,9.75,-0.55,44,7
212,0,0.75,9.75,0,5,3
212,1,0.75,10.25,0,5,3
213,0,0.75,9.75,3.3,5,3
213,1,0.75,10.25,3.3,5,3
214,0,0.75,9.75,6.6,5,3
214,1,0.75,10.25,6.6,5,3
215,0,0.75,9.75,9.9,5,3
215,1,0.75,10.25,9.9,5,3
216,0,0.75,10.75,-2.75,44,7
216,1,0.75,10.25,-2.75,44,7
216,2,0.75,10.75,-3.3,44,7
216,3,0.75,10.25,-3.3,44,7
217,0,0.75,10.75,-2.2,44,7
217,1,0.75,10.25,-2.2,44,7
217,2,0.75,10.75,-2.75,44,7
217,3,0.75,10.25,-2.75,44,7
218,0,0.75,10.75,-1.65,44,7
218,1,0.75,10.25,-1.65,44,7
218,2,0.75,10.75,-2.2,44,7
218,3,0.75,10.25,-2.2,44,7
219,0,0.75,10.75,0,44,7
219,1,0.75,10.25,0,44,7
219,2,0.75,10.75,-0.55,44,7
219,3,0.75,10.25,-0.55,44,7
220,0,0.75,10.25,0,5,3
220,1,0.75,10.75,0,5,3
221,0,0.75,10.25,3.3,5,3
221,1,0.75,10.75,3.3,5,3
222,0,0.75,10.25,6.6,5,3
222,1,0.75,10.75,6.6,5,3
223,0,0.75,10.25,9.9,5,3
223,1,0.75,10.75,9.9,5,3
224,0,0.75,11.25,-2.75,44,7
224,1,0.75,10.75,-2.75,44,7
224,2,0.75,11.25,-3.3,44,7
224,3,0.75,10.75,-3.3,44,7
225,0,0.75,11.25,-2.2,44,7
225,1,0.75,10.75,-2.2,44,7
225,2,0.75,11.25,-2.75,44,7
225,3,0.75,10.75,-2.75,44,7
226,0,0.75,11.25,-1.65,44,7
226,1,0.75,10.75,-1.65,44,7
226,2,0.75,11.25,-2.2,44,7
226,3,0.75,10.75,-2.2,44,7
227,0,0.75,11.25,0,44,7
227,1,0.75,10.75,0,44,7
227,2,0.75,11.25,-0.55,44,7
227,3,0.75,10.75,-0.55,44,7
228,0,0.75,10.75,0,5,3
228,1,0.75,11.25,0,5,3
229,0,0.75,10.75,3.3,5,3
229,1,0.75,11.25,3.3,5,3
230,0,0.75,10.75,6.6,5,3
230,1,0.75,11.25,6.6,5,3
231,0,0.75,10.75,9.9,5,3
231,1,0.75,11.25,9.9,5,3
232,0,0.75,11.75,-2.75,44,7
232,1,0.75,11.25,-2.75,44,7
232,2,0.75,11.75,-3.3,44,7
232,3,0.75,11.25,-3.3,44,7
233,0,0.75,11.75,-2.2,44,7
233,1,0.75,11.25,-2.2,44,7
233,2,0.75,11.75,-2.75,44,7
233,3,0.75,11.25,-2.75,44,7
234,0,0.75,11.75,-1.65,44,7
234,1,0.75,11.25,-1.65,44,7
234,2,0.75,11.75,-2.2,44,7
234,3,0.75,11.25,-2.2,44,7
235,0,0.75,11.75,0,44,7
235,1,0.75,11.25,0,44,7
235,2,0.75,11.75,-0.55,44,7
235,3,0.75,11.25,-0.55,44,7
236,0,0.75,11.25,0,5,3
236,1,0.75,11.75,0,5,3
237,0,0.75,11.25,3.3,5,3
237,1,0.75,11.75,3.3,5,3
238,0,0.75,11.25,6.6,5,3
238,1,0.75,11.75,6.6,5,3
239,0,0.75,11.25,9.9,5,3
239,1,0.75,11.75,9.9,5,3
240,0,0.75,12.25,-2.75,44,7
240,1,0.75,11.75,-2.75,44,7
240,2,0.75,12.25,-3.3,44,7
240,3,0.75,11.75,-3.3,44,7
241,0,0.75,12.25,-2.2,44,7
241,1,0.75,11.75,-2.2,44,7
241,2,0.75,12.25,-2.75,44,7
241,3,0.75,11.75,-2.75,44,7
242,0,0.75,12.25,-1.65,44,7
242,1,0.75,11.75,-1.65,44,7
242,2,0.75,12.25,-2.2,44,7
242,3,0.75,11.75,-2.2,44,7
243,0,0.75,12.25,-1.1,44,7
243,1,0.75,11.75,-1.1,44,7
243,2,0.75,12.25,-1.65,44,7
243,3,0.75,11.75,-1.65,44,7
244,0,0.75,12.25,-0.55,44,7
244,1,0.75,11.75,-0.55,44,7
244,2,0.75,12.25,-1.1,44,7
244,3,0.75,11.75,-1.1,44,7
245,0,0.75,12.25,0,44,7
245,1,0.75,11.75,0,44,7
245,2,0.75,12.25,-0.55,44,7
245,3,0.75,11.75,-0.55,44,7
246,0,0.75,11.75,0,5,3
246,1,0.75,12.25,0,5,3
247,0,0.75,11.75,3.3,5,3
247,1,0.75,12.25,3.3,5,3
248,0,0.75,11.75,6.6,5,3
248,1,0.75,12.25,6.6,5,3
249,0,0.75,11.75,9.9,5,3
249,1,0.75,12.25,9.9,5,3
250,0,0.75,12.75,-2.75,44,7
250,1,0.75,12.25,-2.75,44,7
250,2,0.75,12.75,-3.3,44,7
250,3,0.75,12.25,-3.3,44,7
251,0,0.75,12.75,-2.2,44,7
251,1,0.75,12.25,-2.2,44,7
251,2,0.75,12.75,-2.75,44,7
251,3,0.75,12.25,-2.75,44,7
252,0,0.75,12.75,-1.65,44,7
252,1,0.75,12.25,-1.65,44,7
252,2,0.75,12.75,-2.2,44,7
252,3,0.75,12.25,-2.2,44,7
253,0,0.75,12.75,-1.1,44,7
253,1,0.75,12.25,-1.1,44,7
253,2,0.75,12.75,-1.65,44,7
253,3,0.75,12.25,-1.65,44,7
254,0,0.75,12.75,-0.55,44,7
254,1,0.75,12.25,-0.55,44,7
254,2,0.75,12.75,-1.1,44,7
254,3,0.75,12.25,-1.1,44,7
255,0,0.75,12.75,0,44,7
255,1,0.75,12.25,0,44,7
255,2,0.75,12.75,-0.55,44,7
255,3,0.75,12.25,-0.55,44,7
256,0,0.75,12.25,0,5,3
256,1,0.75,12.75,0,5,3
257,0,0.75,12.25,3.3,5,3
257,1,0.75,12.75,3.3,5,3
258,0,0.75,12.25,6.6,5,3
258,1,0.75,12.75,6.6,5,3
259,0,0.75,12.25,9.9,5,3
259,1,0.75,12.75,9.9,5,3
260,0,0.75,12.75,-3.3,5,2
260,1,0.75,12.75,-2.75,5,2
261,0,0.75,12.75,-2.75,5,2
261,1,0.75,12.75,-2.2,5,2
262,0,0.75,12.75,-2.2,5,2
262,1,0.75,12.75,-1.65,5,2
263,0,0.75,12.75,-1.65,5,2
263,1,0.75,12.75,-1.1,5,2
264,0,0.75,12.75,-1.1,5,2
264,1,0.75,12.75,-0.55,5,2
265,0,0.75,12.75,-0.55,5,2
265,1,0.75,12.75,0,5,2
266,0,0.75,12.75,0,5,2
266,1,0.75,12.75,3.3,5,2
267,0,0.75,12.75,3.3,5,2
267,1,0.75,12.75,6.6,5,2
268,0,0.75,12.75,6.6,5,2
268,1,0.75,12.75,9.9,5,2
269,0,1.125,2.25,-3.3,44,4
269,1,0.75,2.25,-3.3,44,4
269,2,1.125,1.75,-3.3,44,4
269,3,0.75,1.75,-3.3,44,4
270,0,1.125,2.75,-3.3,44,4
270,1,0.75,2.75,-3.3,44,4
270,2,1.125,2.25,-3.3,44,4
270,3,0.75,2.25,-3.3,44,4
271,0,1.125,3.25,-3.3,44,4
271,1,0.75,3.25,-3.3,44,4
271,2,1.125,2.75,-3.3,44,4
271,3,0.75,2.75,-3.3,44,4
272,0,1.125,3.75,-3.3,44,4
272,1,0.75,3.75,-3.3,44,4
272,2,1.125,3.25,-3.3,44,4
272,3,0.75,3.25,-3.3,44,4
273,0,1.125,4.25,-3.3,44,4
273,1,0.75,4.25,-3.3,44,4
273,2,1.125,3.75,-3.3,44,4
273,3,0.75,3.75,-3.3,44,4
274,0,1.125,4.75,-3.3,44,4
274,1,0.75,4.75,-3.3,44,4
274,2,1.125,4.25,-3.3,44,4
274,3,0.75,4.25,-3.3,44,4
275,0,1.125,5.25,-3.3,44,4
275,1,0.75,5.25,-3.3,44,4
275,2,1.125,4.75,-3.3,44,4
275,3,0.75,4.75,-3.3,44,4
276,0,1.125,5.75,-3.3,44,4
276,1,0.75,5.75,-3.3,44,4
276,2,1.125,5.25,-3.3,44,4
276,3,0.75,5.25,-3.3,44,4
277,0,1.125,8.25,-3.3,44,4
277,1,0.75,8.25,-3.3,44,4
277,2,1.125,7.75,-3.3,44,4
277,3,0.75,7.75,-3.3,44,4
278,0,1.125,8.75,-3.3,44,4
278,1,0.75,8.75,-3.3,44,4
278,2,1.125,8.25,-3.3,44,4
278,3,0.75,8.25,-3.3,44,4
279,0,1.125,9.25,-3.3,44,4
279,1,0.75,9.25,-3.3,44,4
279,2,1.125,8.75,-3.3,44,4
279,3,0.75,8.75,-3.3,44,4
280,0,1.125,9.75,-3.3,44,4
280,1,0.75,9.75,-3.3,44,4
280,2,1.125,9.25,-3.3,44,4
280,3,0.75,9.25,-3.3,44,4
281,0,1.125,10.25,-3.3,44,4
281,1,0.75,10.25,-3.3,44,4
281,2,1.125,9.75,-3.3,44,4
281,3,0.75,9.75,-3.3,44,4
282,0,1.125,10.75,-3.3,44,4
282,1,0.75,10.75,-3.3,44,4
282,2,1.125,10.25,-3.3,44,4
282,3,0.75,10.25,-3.3,44,4
283,0,1.125,11.25,-3.3,44,4
283,1,0.75,11.25,-3.3,44,4
283,2,1.125,10.75,-3.3,44,4
283,3,0.75,10.75,-3.3,44,4
284,0,1.125,11.75,-3.3,44,4
284,1,0.75,11.75,-3.3,44,4
284,2,1.125,11.25,-3.3,44,4
284,3,0.75,11.25,-3.3,44,4
285,0,1.125,1.75,-3.3,44,4
285,1,0.75,1.75,-3.3,44,4
285,2,1.25,1.25,-3.3,44,4
285,3,0.75,1.25,-3.3,44,4
286,0,1.25,6.25,-3.3,44,4
286,1,0.75,6.25,-3.3,44,4
286,2,1.125,5.75,-3.3,44,4
286,3,0.75,5.75,-3.3,44,4
287,0,1.125,7.75,-3.3,44,4
287,1,0.75,7.75,-3.3,44,4
287,2,1.25,7.25,-3.3,44,4
287,3,0.75,7.25,-3.3,44,4
288,0,1.25,12.25,-3.3,44,4
288,1,0.75,12.25,-3.3,44,4
288,2,1.125,11.75,-3.3,44,4
288,3,0.75,11.75,-3.3,44,4
289,0,1.25,0.75,-3.3,44,4
289,1,0.75,0.75,-3.3,44,4
289,2,1.25,0.375,-3.3,44,4
289,3,0.75,0.375,-3.3,44,4
290,0,1.25,0.75,-2.75,44,7
290,1,1.25,0.75,-3.3,44,7
290,2,0.75,0.75,-2.75,44,7
290,3,0.75,0.75,-3.3,44,7
291,0,1.25,0.75,-2.2,44,7
291,1,1.25,0.75,-2.75,44,7
291,2,0.75,0.75,-2.2,44,7
291,3,0.75,0.75,-2.75,44,7
292,0,1.25,0.75,-1.65,44,7
292,1,1.25,0.75,-2.2,44,7
292,2,0.75,0.75,-1.65,44,7
292,3,0.75,0.75,-2.2,44,7
293,0,1.25,0.75,-1.1,44,7
293,1,1.25,0.75,-1.65,44,7
293,2,0.75,0.75,-1.1,44,7
293,3,0.75,0.75,-1.65,44,7
294,0,1.25,0.75,-0.55,44,7
294,1,1.25,0.75,-1.1,44,7
294,2,0.75,0.75,-0.55,44,7
294,3,0.75,0.75,-1.1,44,7
295,0,1.25,0.75,0,44,7
295,1,1.25,0.75,-0.55,44,7
295,2,0.75,0.75,0,44,7
295,3,0.75,0.75,-0.55,44,7
296,0,0.75,0.75,0,5,3
296,1,1.25,0.75,0,5,3
297,0,0.75,0.75,3.3,5,3
297,1,1.25,0.75,3.3,5,3
298,0,0.75,0.75,6.6,5,3
298,1,1.25,0.75,6.6,5,3
299,0,0.75,0.75,9.9,5,3
299,1,1.25,0.75,9.9,5,3
300,0,1.25,1.25,-3.3,44,4
300,1,0.75,1.25,-3.3,44,4
300,2,1.25,0.75,-3.3,44,4
300,3,0.75,0.75,-3.3,44,4
301,0,1.25,1.25,0,44,6
301,1,0.75,1.25,0,44,6
301,2,1.25,0.75,0,44,6
301,3,0.75,0.75,0,44,6
302,0,1.25,1.25,3.3,44,6
302,1,0.75,1.25,3.3,44,6
302,2,1.25,0.75,3.3,44,6
302,3,0.75,0.75,3.3,44,6
303,0,1.25,1.25,6.6,44,6
303,1,0.75,1.25,6.6,44,6
303,2,1.25,0.75,6.6,44,6
303,3,0.75,0.75,6.6,44,6
304,0,1.25,1.25,9.9,44,6
304,1,0.75,1.25,9.9,44,6
304,2,1.25,0.75,9.9,44,6
304,3,0.75,0.75,9.9,44,6
305,0,1.25,1.75,0,44,6
305,1,0.75,1.75,0,44,6
305,2,1.25,1.25,0,44,6
305,3,0.75,1.25,0,44,6
306,0,1.25,1.75,3.3,44,6
306,1,0.75,1.75,3.3,44,6
306,2,1.25,1.25,3.3,44,6
306,3,0.75,1.25,3.3,44,6
307,0,1.25,1.75,6.6,44,6
307,1,0.75,1.75,6.6,44,6
307,2,1.25,1.25,6.6,44,6
307,3,0.75,1.25,6.6,44,6
308,0,1.25,1.75,9.9,44,6
308,1,0.75,1.75,9.9,44,6
308,2,1.25,1.25,9.9,44,6
308,3,0.75,1.25,9.9,44,6
309,0,1.25,2.25,0,44,6
309,1,0.75,2.25,0,44,6
309,2,1.25,1.75,0,44,6
309,3,0.75,1.75,0,44,6
310,0,1.25,2.25,3.3,44,6
310,1,0.75,2.25,3.3,44,6
310,2,1.25,1.75,3.3,44,6
310,3,0.75,1.75,3.3,44,6
311,0,1.25,2.25,6.6,44,6
311,1,0.75,2.25,6.6,44,6
311,2,1.25,1.75,6.6,44,6
311,3,0.75,1.75,6.6,44,6
312,0,1.25,2.25,9.9,44,6
312,1,0.75,2.25,9.9,44,6
312,2,1.25,1.75,9.9,44,6
312,3,0.75,1.75,9.9,44,6
313,0,1.25,2.75,0,44,6
313,1,0.75,2.75,0,44,6
313,2,1.25,2.25,0,44,6
313,3,0.75,2.25,0,44,6
314,0,1.25,2.75,3.3,44,6
314,1,0.75,2.75,3.3,44,6
314,2,1.25,2.25,3.3,44,6
314,3,0.75,2.25,3.3,44,6
315,0,1.25,2.75,6.6,44,6
315,1,0.75,2.75,6.6,44,6
315,2,1.25,2.25,6.6,44,6
315,3,0.75,2.25,6.6,44,6
316,0,1.25,2.75,9.9,44,6
316,1,0.75,2.75,9.9,44,6
316,2,1.25,2.25,9.9,44,6
316,3,0.75,2.25,9.9,44,6
317,0,1.25,3.25,0,44,6
317,1,0.75,3.25,0,44,6
317,2,1.25,2.75,0,44,6
317,3,0.75,2.75,0,44,6
318,0,1.25,3.25,3.3,44,6
318,1,0.75,3.25,3.3,44,6
318,2,1.25,2.75,3.3,44,6
318,3,0.75,2.75,3.3,44,6
319,0,1.25,3.25,6.6,44,6
319,1,0.75,3.25,6.6,44,6
319,2,1.25,2.75,6.6,44,6
319,3,0.75,2.75,6.6,44,6
320,0,1.25,3.25,9.9,44,6
320,1,0.75,3.25,9.9,44,6
320,2,1.25,2.75,9.9,44,6
320,3,0.75,2.75,9.9,44,6
321,0,1.25,3.75,0,44,6
321,1,0.75,3.75,0,44,6
321,2,1.25,3.25,0,44,6
321,3,0.75,3.25,0,44,6
322,0,1.25,3.75,3.3,44,6
322,1,0.75,3.75,3.3,44,6
322,2,1.25,3.25,3.3,44,6
322,3,0.75,3.25,3.3,44,6
323,0,1.25,3.75,6.6,44,6
323,1,0.75,3.75,6.6,44,6
323,2,1.25,3.25,6.6,44,6
323,3,0.75,3.25,6.6,44,6
324,0,1.25,3.75,9.9,44,6
324,1,0.75,3.75,9.9,44,6
324,2,1.25,3.25,9.9,44,6
324,3,0.75,3.25,9.9,44,6
325,0,1.25,4.25,0,44,6
325,1,0.75,4.25,0,44,6
325,2,1.25,3.75,0,44,6
325,3,0.75,3.75,0,44,6
326,0,1.25,4.25,3.3,44,6
326,1,0.75,4.25,3.3,44,6
326,2,1.25,3.75,3.3,44,6
326,3,0.75,3.75,3.3,44,6
327,0,1.25,4.25,6.6,44,6
327,1,0.75,4.25,6.6,44,6
327,2,1.25,3.75,6.6,44,6
327,3,0.75,3.75,6.6,44,6
328,0,1.25,4.25,9.9,44,6
328,1,0.75,4.25,9.9,44,6
328,2,1.25,3.75,9.9,44,6
328,3,0.75,3.75,9.9,44,6
329,0,1.25,4.75,0,44,6
329,1,0.75,4.75,0,44,6
329,2,1.25,4.25,0,44,6
329,3,0.75,4.25,0,44,6
330,0,1.25,4.75,3.3,44,6
330,1,0.75,4.75,3.3,44,6
330,2,1.25,4.25,3.3,44,6
330,3,0.75,4.25,3.3,44,6
331,0,1.25,4.75,6.6,44,6
331,1,0.75,4.75,6.6,44,6
331,2,1.25,4.25,6.6,44,6
331,3,0.75,4.25,6.6,44,6
332,0,1.25,4.75,9.9,44,6
332,1,0.75,4.75,9.9,44,6
332,2,1.25,4.25,9.9,44,6
332,3,0.75,4.25,9.9,44,6
333,0,1.25,5.25,0,44,6
333,1,0.75,5.25,0,44,6
333,2,1.25,4.75,0,44,6
333,3,0.75,4.75,0,44,6
334,0,1.25,5.25,3.3,44,6
334,1,0.75,5.25,3.3,44,6
334,2,1.25,4.75,3.3,44,6
334,3,0.75,4.75,3.3,44,6
335,0,1.25,5.25,6.6,44,6
335,1,0.75,5.25,6.6,44,6
335,2,1.25,4.75,6.6,44,6
335,3,0.75,4.75,6.6,44,6
336,0,1.25,5.25,9.9,44,6
336,1,0.75,5.25,9.9,44,6
336,2,1.25,4.75,9.9,44,6
336,3,0.75,4.75,9.9,44,6
337,0,1.25,5.75,0,44,6
337,1,0.75,5.75,0,44,6
337,2,1.25,5.25,0,44,6
337,3,0.75,5.25,0,44,6
338,0,1.25,5.75,3.3,44,6
338,1,0.75,5.75,3.3,44,6
338,2,1.25,5.25,3.3,44,6
338,3,0.75,5.25,3.3,44,6
339,0,1.25,5.75,6.6,44,6
339,1,0.75,5.75,6.6,44,6
339,2,1.25,5.25,6.6,44,6
339,3,0.75,5.25,6.6,44,6
340,0,1.25,5.75,9.9,44,6
340,1,0.75,5.75,9.9,44,6
340,2,1.25,5.25,9.9,44,6
340,3,0.75,5.25,9.9,44,6
341,0,1.25,6.25,0,44,6
341,1,0.75,6.25,0,44,6
341,2,1.25,5.75,0,44,6
341,3,0.75,5.75,0,44,6
342,0,1.25,6.25,3.3,44,6
342,1,0.75,6.25,3.3,44,6
342,2,1.25,5.75,3.3,44,6
342,3,0.75,5.75,3.3,44,6
343,0,1.25,6.25,6.6,44,6
343,1,0.75,6.25,6.6,44,6
343,2,1.25,5.75,6.6,44,6
343,3,0.75,5.75,6.6,44,6
344,0,1.25,6.25,9.9,44,6
344,1,0.75,6.25,9.9,44,6
344,2,1.25,5.75,9.9,44,6
344,3,0.75,5.75,9.9,44,6
345,0,1.25,6.75,-3.3,44,4
345,1,0.75,6.75,-3.3,44,4
345,2,1.25,6.25,-3.3,44,4
345,3,0.75,6.25,-3.3,44,4
346,0,1.25,6.75,0,44,6
346,1,0.75,6.75,0,44,6
346,2,1.25,6.25,0,44,6
346,3,0.75,6.25,0,44,6
347,0,1.25,6.75,3.3,44,6
347,1,0.75,6.75,3.3,44,6
347,2,1.25,6.25,3.3,44,6
347,3,0.75,6.25,3.3,44,6
348,0,1.25,6.75,6.6,44,6
348,1,0.75,6.75,6.6,44,6
348,2,1.25,6.25,6.6,44,6
348,3,0.75,6.25,6.6,44,6
349,0,1.25,6.75,9.9,44,6
349,1,0.75,6.75,9.9,44,6
349,2,1.25,6.25,9.9,44,6
349,3,0.75,6.25,9.9,44,6
350,0,0.75,6.75,0,5,3
350,1,1.25,6.75,0,5,3
351,0,0.75,6.75,3.3,5,3
351,1,1.25,6.75,3.3,5,3
352,0,0.75,6.75,6.6,5,3
352,1,1.25,6.75,6.6,5,3
353,0,0.75,6.75,9.9,5,3
353,1,1.25,6.75,9.9,5,3
354,0,1.25,7.25,-3.3,44,4
354,1,0.75,7.25,-3.3,44,4
354,2,1.25,6.75,-3.3,44,4
354,3,0.75,6.75,-3.3,44,4
355,0,1.25,7.25,0,44,6
355,1,0.75,7.25,0,44,6
355,2,1.25,6.75,0,44,6
355,3,0.75,6.75,0,44,6
356,0,1.25,7.25,3.3,44,6
356,1,0.75,7.25,3.3,44,6
356,2,1.25,6.75,3.3,44,6
356,3,0.75,6.75,3.3,44,6
357,0,1.25,7.25,6.6,44,6
357,1,0.75,7.25,6.6,44,6
357,2,1.25,6.75,6.6,44,6
357,3,0.75,6.75,6.6,44,6
358,0,1.25,7.25,9.9,44,6
358,1,0.75,7.25,9.9,44,6
358,2,1.25,6.75,9.9,44,6
358,3,0.75,6.75,9.9,44,6
359,0,1.25,7.75,0,44,6
359,1,0.75,7.75,0,44,6
359,2,1.25,7.25,0,44,6
359,3,0.75,7.25,0,44,6
360,0,1.25,7.75,3.3,44,6
360,1,0.75,7.75,3.3,44,6
360,2,1.25,7.25,3.3,44,6
360,3,0.75,7.25,3.3,44,6
361,0,1.25,7.75,6.6,44,6
361,1,0.75,7.75,6.6,44,6
361,2,1.25,7.25,6.6,44,6
361,3,0.75,7.25,6.6,44,6
362,0,1.25,7.75,9.9,44,6
362,1,0.75,7.75,9.9,44,6
362,2,1.25,7.25,9.9,44,6
362,3,0.75,7.25,9.9,44,6
363,0,1.25,8.25,0,44,6
363,1,0.75,8.25,0,44,6
363,2,1.25,7.75,0,44,6
363,3,0.75,7.75,0,44,6
364,0,1.25,8.25,3.3,44,6
364,1,0.75,8.25,3.3,44,6
364,2,1.25,7.75,3.3,44,6
364,3,0.75,7.75,3.3,44,6
365,0,1.25,8.25,6.6,44,6
365,1,0.75,8.25,6.6,44,6
365,2,1.25,7.75,6.6,44,6
365,3,0.75,7.75,6.6,44,6
366,0,1.25,8.25,9.9,44,6
366,1,0.75,8.25,9.9,44,6
366,2,1.25,7.75,9.9,44,6
366,3,0.75,7.75,9.9,44,6
367,0,1.25,8.75,0,44,6
367,1,0.75,8.75,0,44,6
367,2,1.25,8.25,0,44,6
367,3,0.75,8.25,0,44,6
368,0,1.25,8.75,3.3,44,6
368,1,0.75,8.75,3.3,44,6
368,2,1.25,8.25,3.3,44,6
368,3,0.75,8.25,3.3,44,6
369,0,1.25,8.75,6.6,44,6
369,1,0.75,8.75,6.6,44,6
369,2,1.25,8.25,6.6,44,6
369,3,0.75,8.25,6.6,44,6
370,0,1.25,8.75,9.9,44,6
370,1,0.75,8.75,9.9,44,6
370,2,1.25,8.25,9.9,44,6
370,3,0.75,8.25,9.9,44,6
371,0,1.25,9.25,0,44,6
371,1,0.75,9.25,0,44,6
371,2,1.25,8.75,0,44,6
371,3,0.75,8.75,0,44,6
372,0,1.25,9.25,3.3,44,6
372,1,0.75,9.25,3.3,44,6
372,2,1.25,8.75,3.3,44,6
372,3,0.75,8.75,3.3,44,6
373,0,1.25,9.25,6.6,44,6
373,1,0.75,9.25,6.6,44,6
373,2,1.25,8.75,6.6,44,6
373,3,0.75,8.75,6.6,44,6
374,0,1.25,9.25,9.9,44,6
374,1,0.75,9.25,9.9,44,6
374,2,1.25,8.75,9.9,44,6
374,3,0.75,8.75,9.9,44,6
375,0,1.25,9.75,0,44,6
375,1,0.75,9.75,0,44,6
375,2,1.25,9.25,0,44,6
375,3,0.75,9.25,0,44,6
376,0,1.25,9.75,3.3,44,6
376,1,0.75,9.75,3.3,44,6
376,2,1.25,9.25,3.3,44,6
376,3,0.75,9.25,3.3,44,6
377,0,1.25,9.75,6.6,44,6
377,1,0.75,9.75,6.6,44,6
377,2,1.25,9.25,6.6,44,6
377,3,0.75,9.25,6.6,44,6
378,0,1.25,9.75,9.9,44,6
378,1,0.75,9.75,9.9,44,6
378,2,1.25,9.25,9.9,44,6
378,3,0.75,9.25,9.9,44,6
379,0,1.25,10.25,0,44,6
379,1,0.75,10.25,0,44,6
379,2,1.25,9.75,0,44,6
379,3,0.75,9.75,0,44,6
380,0,1.25,10.25,3.3,44,6
380,1,0.75,10.25,3.3,44,6
380,2,1.25,9.75,3.3,44,6
380,3,0.75,9.75,3.3,44,6
381,0,1.25,10.25,6.6,44,6
381,1,0.75,10.25,6.6,44,6
381,2,1.25,9.75,6.6,44,6
381,3,0.75,9.75,6.6,44,6
382,0,1.25,10.25,9.9,44,6
382,1,0.75,10.25,9.9,44,6
382,2,1.25,9.75,9.9,44,6
382,3,0.75,9.75,9.9,44,6
383,0,1.25,10.75,0,44,6
383,1,0.75,10.75,0,44,6
383,2,1.25,10.25,0,44,6
383,3,0.75,10.25,0,44,6
384,0,1.25,10.75,3.3,44,6
384,1,0.75,10.75,3.3,44,6
384,2,1.25,10.25,3.3,44,6
384,3,0.75,10.25,3.3,44,6
385,0,1.25,10.75,6.6,44,6
385,1,0.75,10.75,6.6,44,6
385,2,1.25,10.25,6.6,44,6
385,3,0.75,10.25,6.6,44,6
386,0,1.25,10.75,9.9,44,6
386,1,0.75,10.75,9.9,44,6
386,2,1.25,10.25,9.9,44,6
386,3,0.75,10.25,9.9,44,6
387,0,1.25,11.25,0,44,6
387,1,0.75,11.25,0,44,6
387,2,1.25,10.75,0,44,6
387,3,0.75,10.75,0,44,6
388,0,1.25,11.25,3.3,44,6
388,1,0.75,11.25,3.3,44,6
388,2,1.25,10.75,3.3,44,6
388,3,0.75,10.75,3.3,44,6
389,0,1.25,11.25,6.6,44,6
389,1,0.75,11.25,6.6,44,6
389,2,1.25,10.75,6.6,44,6
389,3,0.75,10.75,6.6,44,6
390,0,1.25,11.25,9.9,44,6
390,1,0.75,11.25,9.9,44,6
390,2,1.25,10.75,9.9,44,6
390,3,0.75,10.75,9.9,44,6
391,0,1.25,11.75,0,44,6
391,1,0.75,11.75,0,44,6
391,2,1.25,11.25,0,44,6
391,3,0.75,11.25,0,44,6
392,0,1.25,11.75,3.3,44,6
392,1,0.75,11.75,3.3,44,6
392,2,1.25,11.25,3.3,44,6
392,3,0.75,11.25,3.3,44,6
393,0,1.25,11.75,6.6,44,6
393,1,0.75,11.75,6.6,44,6
393,2,1.25,11.25,6.6,44,6
393,3,0.75,11.25,6.6,44,6
394,0,1.25,11.75,9.9,44,6
394,1,0.75,11.75,9.9,44,6
394,2,1.25,11.25,9.9,44,6
394,3,0.75,11.25,9.9,44,6
395,0,1.25,12.25,0,44,6
395,1,0.75,12.25,0,44,6
395,2,1.25,11.75,0,44,6
395,3,0.75,11.75,0,44,6
396,0,1.25,12.25,3.3,44,6
396,1,0.75,12.25,3.3,44,6
396,2,1.25,11.75,3.3,44,6
396,3,0.75,11.75,3.3,44,6
397,0,1.25,12.25,6.6,44,6
397,1,0.75,12.25,6.6,44,6
397,2,1.25,11.75,6.6,44,6
397,3,0.75,11.75,6.6,44,6
398,0,1.25,12.25,9.9,44,6
398,1,0.75,12.25,9.9,44,6
398,2,1.25,11.75,9.9,44,6
398,3,0.75,11.75,9.9,44,6
399,0,1.25,12.75,-3.3,44,4
399,1,0.75,12.75,-3.3,44,4
399,2,1.25,12.25,-3.3,44,4
399,3,0.75,12.25,-3.3,44,4
400,0,1.25,12.75,0,44,6
400,1,0.75,12.75,0,44,6
400,2,1.25,12.25,0,44,6
400,3,0.75,12.25,0,44,6
401,0,1.25,12.75,3.3,44,6
401,1,0.75,12.75,3.3,44,6
401,2,1.25,12.25,3.3,44,6
401,3,0.75,12.25,3.3,44,6
402,0,1.25,12.75,6.6,44,6
402,1,0.75,12.75,6.6,44,6
402,2,1.25,12.25,6.6,44,6
402,3,0.75,12.25,6.6,44,6
403,0,1.25,12.75,9.9,44,6
403,1,0.75,12.75,9.9,44,6
403,2,1.25,12.25,9.9,44,6
403,3,0.75,12.25,9.9,44,6
404,0,1.25,12.75,-2.75,44,7
404,1,1.25,12.75,-3.3,44,7
404,2,0.75,12.75,-2.75,44,7
404,3,0.75,12.75,-3.3,44,7
405,0,1.25,12.75,-2.2,44,7
